,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,mean_shift_,optics_min_samples_7_xi_0_05_min_cluster_size_0_1,spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,random_model_n1,random_model_n2,random_model_n3,random_model_n4,random_model_n5,random_model_n6,random_model_n7,random_model_n8,random_model_n9,random_model_n10,random_model_n11,random_model_n12,random_model_n13,random_model_n14,random_model_n15,random_model_n16,random_model_n17,random_model_n18,random_model_n19,random_model_n20,random_model_n21,random_model_n22,random_model_n23,random_model_n24,random_model_n25,random_model_n26,random_model_n27,random_model_n28,random_model_n29,random_model_n30,random_model_n31,random_model_n32,random_model_n33,random_model_n34,random_model_n35,random_model_n36,random_model_n37,random_model_n38,random_model_n39,random_model_n40,random_model_n41,random_model_n42,random_model_n43,random_model_n44,random_model_n45,random_model_n46,random_model_n47,random_model_n48,random_model_n49,random_model_n50,random_model_n51,random_model_n52,random_model_n53,random_model_n54,random_model_n55,random_model_n56,random_model_n57,random_model_n58,random_model_n59,random_model_n60
765,0,1,2,2,3,5,6,0,-1,0,0,0,0,0,0,0,0,0,1,2,1,0,4,1,2,0,1,1,3,0,2,2,1,0,0,0,1,1,0,1,3,2,3,1,3,0,3,2,2,1,1,0,0,0,1,0,0,3,2,3,1,2,3,2,3,0,2,0,2,0,1,0,0,3,0,1,2,0,0,3,3,2,2,2,0,1,0,2,0,1,0,1,2,3,0
766,0,1,2,2,3,3,4,5,11,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,1,1,3,0,4,4,2,0,0,0,0,2,3,1,1,1,0,2,0,3,1,0,2,3,3,0,3,3,1,3,0,3,2,1,0,2,0,1,2,2,3,1,3,1,2,1,3,0,1,2,0,3,2,1,1,0,0,1,0,3,3,2,1,0,0,3,1,2,1
767,0,1,0,2,3,3,4,7,-1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,5,7,0,0,1,3,0,0,0,3,0,0,2,1,1,3,3,3,3,3,2,3,0,0,2,3,2,0,0,1,0,0,1,3,3,3,3,2,0,1,1,1,3,0,0,2,3,1,1,1,0,0,1,3,0,1,3,1,2,1,0,1,3,1,2,0,2,3,0,1,1,0
768,0,1,0,1,0,0,6,7,-1,0,0,0,0,0,0,0,0,0,1,1,2,2,0,5,7,0,0,2,1,2,0,0,3,0,0,2,3,2,2,1,3,2,3,3,3,1,1,0,1,3,3,3,0,2,3,3,1,3,1,2,0,3,2,0,3,1,0,1,3,0,2,0,3,1,2,1,3,2,3,0,0,2,0,2,3,2,0,2,0,1,0,3,2,0,1
769,0,0,1,0,4,2,3,1,53,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,3,0,1,0,2,4,5,1,0,0,0,3,1,2,2,0,3,1,0,1,3,2,0,1,3,2,2,1,2,2,2,2,2,3,3,1,3,0,0,0,1,0,0,1,3,3,0,1,0,3,2,2,0,2,3,3,1,2,2,3,0,0,3,2,2,2,0,0,2,2,0
770,0,1,0,2,3,3,4,7,66,0,0,0,0,0,0,0,0,0,1,1,1,0,0,5,7,0,0,1,3,0,0,0,3,0,0,0,1,3,0,3,1,0,3,3,0,1,3,3,2,0,3,2,1,3,3,1,1,0,0,3,0,3,3,1,3,2,3,0,3,3,1,0,0,3,2,0,0,2,1,3,3,2,2,0,2,1,0,1,3,2,0,0,3,0,0
771,0,1,0,1,2,4,1,4,52,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,0,2,1,2,3,5,5,0,0,2,2,1,0,2,3,3,3,2,3,2,1,3,1,3,0,0,1,1,1,3,2,1,3,3,1,1,2,3,2,0,2,0,3,2,1,3,2,1,2,3,0,0,0,0,3,0,1,3,2,1,1,2,1,3,3,2,2,0,1
772,0,1,0,1,2,4,1,7,19,0,0,0,0,0,0,0,0,0,1,1,2,1,3,5,7,0,0,2,1,2,3,0,3,0,0,2,2,1,1,1,0,0,1,2,2,2,1,1,0,1,2,3,2,0,2,1,0,3,1,3,0,2,1,1,3,1,1,3,0,3,1,0,2,1,2,3,0,3,2,1,3,2,3,0,2,1,2,1,0,0,2,0,0,3,1
773,0,0,1,0,0,0,2,2,124,0,0,0,0,0,0,0,0,0,0,0,3,2,1,2,3,0,0,0,2,3,0,6,6,0,0,1,1,3,0,2,0,2,2,0,0,3,3,1,2,1,3,0,3,0,2,2,2,1,3,1,2,2,3,1,0,2,2,1,1,2,3,2,2,0,0,3,3,1,2,3,1,2,0,3,2,0,2,0,2,2,0,3,3,3,3
774,0,1,0,2,3,3,4,5,109,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,1,1,3,0,4,4,2,0,0,3,1,0,2,2,2,3,0,1,3,0,1,2,3,3,0,0,2,3,1,3,2,0,3,2,1,2,1,3,1,3,2,0,3,0,0,2,3,3,1,0,1,1,0,2,3,0,1,2,2,2,3,2,2,3,1,3,1,0,0
775,0,1,0,1,0,0,2,4,0,0,0,0,0,0,0,0,0,0,1,1,2,1,1,3,4,0,0,2,1,2,3,5,5,0,0,3,1,2,1,0,1,2,0,0,1,0,2,3,3,3,3,2,3,0,2,1,2,2,3,1,3,3,1,3,0,2,1,0,1,0,0,2,3,0,1,3,0,0,2,1,2,0,3,2,0,2,3,1,1,3,2,0,2,1,1
776,0,0,1,0,0,0,2,2,43,0,0,0,0,0,0,0,0,0,0,0,3,2,1,2,4,0,0,2,2,3,1,6,6,0,0,1,3,3,1,0,2,2,1,2,1,1,0,0,3,1,0,3,1,3,2,1,0,1,2,1,1,1,0,0,1,1,2,3,1,3,0,1,0,1,1,2,0,0,1,2,3,1,2,3,1,2,1,2,3,1,3,0,3,1,0
777,0,0,2,2,3,5,6,0,112,0,0,0,0,0,0,0,0,0,1,2,1,2,0,1,2,0,1,1,3,0,0,0,1,0,0,2,3,0,3,3,1,2,2,3,0,3,0,2,3,2,2,0,2,3,2,3,3,2,1,1,0,2,2,3,3,3,0,0,0,1,1,2,3,0,3,0,3,1,0,1,1,1,0,1,1,3,3,2,3,3,0,2,1,0,2
778,0,1,0,1,0,0,2,2,76,0,0,0,0,0,0,0,0,0,0,1,2,2,1,2,4,0,0,2,2,3,0,6,6,0,0,0,0,3,1,3,2,3,1,1,0,3,1,2,1,0,3,0,3,3,1,1,0,1,1,1,0,0,2,0,2,0,2,2,2,2,1,3,2,2,1,3,3,3,0,2,2,0,0,2,1,1,1,1,0,2,2,2,2,3,2
779,0,1,0,1,2,4,1,4,10,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,0,2,1,2,3,5,5,0,0,0,0,3,2,3,0,1,2,2,3,3,3,2,3,3,1,2,3,0,0,3,3,2,1,2,3,0,2,1,1,0,2,0,0,2,0,2,1,1,0,1,2,3,3,2,1,2,0,3,0,1,3,3,1,0,0,2,0,0,2
780,0,0,2,3,1,5,0,0,32,0,0,0,0,0,0,0,0,0,0,2,0,4,2,1,2,0,1,0,0,1,2,2,1,0,0,1,1,0,1,3,0,1,0,2,1,3,1,1,3,1,1,2,3,0,3,0,0,0,2,2,1,3,0,3,3,0,0,0,3,0,0,2,2,2,0,0,0,1,0,3,3,1,0,0,0,1,0,2,0,1,1,3,1,0,1
781,0,1,2,2,3,3,4,5,115,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,1,1,3,0,4,4,2,0,0,2,0,2,1,1,2,0,1,0,2,3,0,1,0,3,1,3,3,3,1,1,2,0,2,2,0,2,2,2,3,0,1,0,2,1,2,0,1,2,3,1,2,0,2,0,3,0,1,1,1,3,3,3,1,3,0,0,1,0,3
782,0,1,0,2,3,3,4,7,119,0,0,0,0,0,0,0,0,0,1,1,1,0,4,6,5,0,1,1,3,0,4,4,2,0,0,2,3,2,2,3,0,1,3,1,1,2,2,3,3,0,0,2,3,2,3,2,0,0,1,2,2,0,1,1,3,3,0,2,0,1,2,2,1,3,1,0,3,0,3,0,1,1,3,3,1,3,2,2,3,3,1,0,2,2,3
783,0,0,2,3,1,1,0,3,-1,0,0,0,0,0,0,0,0,0,0,2,0,4,2,1,2,0,1,0,0,1,2,2,1,0,0,2,1,2,0,1,2,0,2,2,0,3,1,1,1,1,3,3,1,1,3,3,0,2,0,0,0,3,1,2,3,3,2,2,0,2,1,0,2,1,1,2,3,2,3,2,3,1,0,3,1,2,3,3,0,1,1,3,0,1,3
784,0,1,0,1,0,0,2,7,29,0,0,0,0,0,0,0,0,0,1,1,2,2,0,5,7,0,0,2,1,2,0,0,3,0,0,1,1,2,3,3,2,1,2,2,2,3,3,1,2,2,0,1,1,1,2,2,0,0,2,3,3,0,1,1,3,0,2,1,3,2,0,2,1,2,2,1,1,3,0,2,2,0,0,2,3,2,1,1,1,1,0,2,0,3,0
785,0,0,1,0,4,2,3,1,7,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,3,0,1,0,2,4,5,1,0,0,0,1,3,0,0,2,2,1,0,1,3,0,1,1,2,3,1,0,2,3,3,3,2,3,2,0,3,3,3,3,1,0,0,0,3,1,2,0,1,2,0,1,0,2,3,3,3,1,2,3,2,0,1,0,1,0,3,2,3,3,2
786,0,1,2,2,3,3,4,5,11,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,1,1,3,0,4,4,2,0,0,2,0,0,1,0,0,3,3,1,1,3,3,1,0,3,2,3,1,1,3,0,0,3,1,0,1,2,3,3,3,2,3,0,0,3,1,0,0,3,1,2,2,2,3,3,2,2,0,2,0,2,2,1,1,0,3,0,1,0,3
787,0,1,0,2,3,5,6,7,29,0,0,0,0,0,0,0,0,0,1,1,1,2,0,5,7,0,0,1,3,0,0,0,3,0,0,0,2,1,1,2,0,1,3,1,1,0,3,2,0,1,3,1,1,0,1,3,1,1,1,1,2,1,2,3,3,1,1,0,1,3,2,2,0,1,3,1,3,1,2,1,2,1,0,2,1,0,0,3,3,2,0,0,2,1,1
788,0,0,2,3,1,1,0,3,20,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,1,0,0,1,2,2,4,0,0,2,1,2,2,2,3,2,0,2,3,1,1,3,2,1,1,3,2,3,3,1,3,1,1,1,3,2,1,3,3,3,1,0,0,3,1,1,3,3,0,2,3,1,0,3,1,1,3,3,3,1,3,0,1,2,0,0,2,1,0
789,0,0,1,0,4,2,5,6,16,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,1,0,0,0,2,3,1,3,7,0,0,3,2,3,1,3,2,3,0,1,1,1,1,1,3,2,3,2,1,0,1,1,1,0,3,0,2,2,1,1,2,0,3,2,0,2,1,3,0,3,1,3,2,0,1,3,2,1,1,1,1,1,1,1,0,1,3,1,3,0,1
790,0,1,0,1,2,4,2,4,68,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,4,0,0,2,1,2,3,5,5,0,0,1,0,0,3,3,0,2,3,1,2,1,3,1,1,1,0,3,0,1,2,0,0,2,2,3,2,1,2,1,1,1,0,2,0,1,0,3,1,3,1,3,1,0,3,0,0,2,0,3,0,0,1,0,3,2,3,2,1,0,2
791,0,1,0,1,0,0,2,2,-1,0,0,0,0,0,0,0,0,0,1,1,2,2,1,5,7,0,0,2,1,2,0,0,3,0,0,2,1,1,1,0,0,3,2,2,3,1,1,1,1,1,3,3,0,0,0,3,0,3,1,0,2,0,3,1,1,0,3,1,2,2,0,3,1,2,2,0,3,2,3,2,0,1,3,2,0,1,0,1,0,0,0,2,3,1,0
792,0,0,1,0,4,2,5,6,16,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,1,0,0,0,2,3,1,3,7,0,0,3,1,3,0,2,1,2,0,1,3,3,1,3,2,3,0,1,3,2,3,3,0,0,2,2,3,0,1,2,2,1,0,1,2,3,0,2,2,2,1,1,0,1,2,3,3,0,1,3,0,3,2,3,1,2,3,0,1,3,3
793,0,0,2,3,1,1,0,3,26,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,1,0,0,1,2,2,4,0,0,1,3,2,2,1,3,1,2,1,1,2,3,2,2,3,2,0,0,1,0,2,0,2,1,3,3,0,1,2,1,1,3,1,1,1,2,1,2,2,1,3,3,0,1,1,1,0,2,3,1,0,0,2,2,2,1,0,3,2,3
794,0,0,2,3,1,1,0,3,57,0,0,0,0,0,0,0,0,0,0,2,0,4,2,1,0,0,1,0,0,1,2,2,1,0,0,1,1,0,2,1,3,1,0,0,0,0,0,3,2,2,0,3,3,1,3,0,0,0,1,0,0,0,3,2,1,1,0,0,1,2,2,3,0,3,0,1,0,1,3,0,0,2,1,2,0,1,1,0,3,3,1,1,1,1,3
795,0,0,1,0,4,2,5,6,-1,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,1,0,1,0,2,4,5,1,0,0,0,1,2,3,3,2,1,0,1,1,2,3,2,3,2,2,0,3,2,2,3,2,3,2,3,3,3,2,1,1,0,1,2,2,0,1,2,1,1,3,1,2,2,1,2,1,3,2,1,2,1,1,2,0,2,1,2,1,2,3,0
796,0,1,0,1,2,4,1,4,25,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,0,2,1,2,3,5,5,0,0,3,1,1,3,3,2,3,1,2,0,3,3,1,1,1,1,0,1,2,0,0,2,0,3,2,0,3,1,0,0,1,1,3,1,3,1,0,2,3,3,0,0,1,1,0,2,1,0,3,2,3,2,0,3,0,0,0,3,0,1
797,0,0,2,2,3,5,6,0,14,0,0,0,0,0,0,0,0,0,1,2,1,0,4,1,2,0,1,1,3,1,2,2,1,0,0,3,0,2,1,2,1,2,3,0,1,1,0,1,0,0,3,2,0,0,3,3,2,0,3,3,2,2,3,1,3,3,3,3,2,3,2,1,1,0,2,2,2,2,2,3,1,3,0,2,0,1,1,2,0,0,1,1,2,0,1
798,0,0,2,3,1,1,0,3,26,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,1,0,0,1,2,2,4,0,0,2,1,0,3,1,2,0,0,1,3,0,1,2,2,1,2,0,2,3,0,1,0,0,3,2,1,3,1,0,2,1,2,1,1,3,1,3,1,1,2,0,0,0,2,3,2,0,1,2,3,3,3,0,1,2,0,2,0,3,1
799,0,0,1,0,4,2,3,1,7,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,3,0,1,0,2,4,5,1,0,0,0,3,0,1,2,3,0,2,1,2,0,0,0,1,1,3,2,1,2,3,0,3,2,3,1,0,1,0,3,0,1,1,0,1,1,3,3,3,1,3,3,2,2,1,2,3,1,3,0,3,0,3,1,1,0,0,1,2,3,0,3
800,0,1,0,2,3,3,4,7,48,0,0,0,0,0,0,0,0,0,1,1,1,0,4,5,5,0,1,1,3,0,4,4,2,0,0,3,1,3,1,0,3,0,0,3,2,3,3,0,1,0,1,3,1,3,3,2,3,0,0,3,2,3,2,0,1,0,0,2,0,0,0,3,2,2,3,2,0,2,3,3,1,0,1,1,0,3,1,3,1,3,3,2,2,0,2
801,0,0,2,3,1,5,0,0,32,0,0,0,0,0,0,0,0,0,0,2,0,4,2,1,2,0,1,0,0,1,2,2,1,0,0,0,1,2,1,1,3,0,3,1,0,0,3,0,2,3,0,0,1,1,0,2,2,0,2,0,1,1,1,3,3,3,0,2,2,3,0,3,0,0,3,3,1,0,1,2,2,0,1,1,1,3,0,0,1,2,0,0,3,2,0
802,0,1,2,2,3,3,4,5,22,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,1,1,3,0,4,4,2,0,0,0,0,1,2,1,0,3,0,3,3,1,3,3,2,2,2,3,0,0,1,1,3,2,2,2,0,3,0,0,3,2,2,1,2,1,3,0,1,2,1,0,0,0,0,0,3,0,2,1,1,2,1,2,3,3,0,1,1,2,0
803,0,0,2,3,1,1,0,0,27,0,0,0,0,0,0,0,0,0,0,2,0,4,2,1,2,0,1,0,0,1,2,2,1,0,0,3,2,0,2,2,1,0,3,2,0,3,1,2,2,2,0,3,0,1,2,1,3,3,2,2,2,2,2,2,3,0,3,3,3,3,3,0,1,0,2,2,0,1,3,0,3,3,2,1,3,2,0,0,0,0,0,3,1,1,3
804,0,0,1,0,4,2,5,6,96,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,1,0,0,0,2,3,1,3,7,0,0,3,0,0,1,1,2,1,3,0,3,0,3,0,1,3,0,2,2,0,3,3,3,2,1,2,3,2,0,2,1,2,2,1,2,3,2,2,2,3,3,0,1,3,0,1,1,3,3,2,0,1,2,2,1,2,3,0,1,1,0
805,0,1,0,1,2,4,1,7,19,0,0,0,0,0,0,0,0,0,1,1,2,1,3,5,7,0,0,2,1,2,3,0,3,0,0,1,2,2,1,3,1,0,0,3,0,2,3,2,2,1,3,2,2,3,3,3,2,2,2,2,1,3,0,0,3,3,1,1,2,2,2,3,3,2,2,1,3,2,2,2,1,0,3,2,2,2,3,1,2,2,1,0,1,1,2
806,0,1,0,1,0,0,2,2,46,0,0,0,0,0,0,0,0,0,1,1,2,2,1,2,4,0,0,2,1,2,0,6,6,0,0,3,1,1,2,0,0,0,1,1,0,0,3,0,0,2,0,0,3,2,3,1,1,0,2,2,0,3,3,1,2,2,3,3,1,0,3,2,0,1,0,1,3,0,0,3,3,2,3,3,3,2,3,3,0,2,0,2,3,2,2
807,0,0,2,3,1,1,0,3,57,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,1,0,0,1,2,2,1,0,0,3,1,0,2,0,1,1,2,2,0,2,2,1,1,2,0,3,0,3,1,2,1,0,2,0,3,3,1,3,0,3,3,0,2,2,2,3,0,0,3,2,0,2,3,3,3,3,3,3,1,2,3,0,2,0,2,2,3,0,0
808,0,0,1,3,1,1,0,3,35,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,1,0,0,4,5,1,4,0,0,3,0,1,2,2,0,0,0,0,2,1,3,1,3,1,2,3,2,1,1,2,0,3,3,0,1,2,3,3,3,0,2,2,2,1,2,2,2,1,2,0,1,0,1,2,1,3,1,1,2,1,0,2,2,3,2,1,2,3,2
809,0,1,2,2,3,3,4,5,30,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,1,1,3,0,4,4,2,0,0,2,2,0,2,1,0,0,0,2,1,0,2,1,1,3,1,1,3,3,0,0,1,1,2,1,3,1,1,0,0,2,1,1,0,1,2,1,1,1,3,1,0,3,1,0,1,0,0,0,0,2,2,3,2,0,2,2,3,0,0
810,0,0,1,0,4,2,5,6,78,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,1,0,0,0,2,3,1,3,7,0,0,0,1,0,1,1,1,3,3,2,2,1,1,3,2,1,0,1,1,3,3,1,3,0,3,1,1,3,0,0,1,1,1,1,2,2,3,3,1,3,2,2,2,3,3,1,0,2,0,2,3,2,3,1,1,2,1,1,0,2,2
811,0,1,0,2,3,3,4,7,119,0,0,0,0,0,0,0,0,0,1,1,1,0,4,6,5,0,1,1,3,0,4,4,2,0,0,2,2,2,2,2,2,2,1,0,3,0,2,2,3,3,3,0,3,3,2,2,1,1,1,3,3,0,0,2,2,0,2,3,1,3,2,1,0,2,2,2,2,3,1,1,0,3,2,3,1,1,3,0,2,3,2,1,2,3,2
812,0,0,1,3,1,1,3,3,9,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,1,0,0,4,5,1,0,0,0,2,0,0,2,2,1,0,3,0,0,1,1,2,0,3,3,1,3,0,3,3,3,2,1,3,3,2,3,2,0,3,0,1,2,3,2,3,1,1,1,0,0,2,2,3,2,1,1,2,3,1,2,0,2,1,0,0,0,1,2
813,0,1,0,1,2,4,1,7,2,0,0,0,0,0,0,0,0,0,1,1,2,1,3,5,7,0,0,2,1,2,0,0,3,0,0,3,1,0,1,3,0,2,2,1,0,3,2,1,3,2,0,3,0,0,0,1,3,1,2,0,3,3,0,1,0,1,3,0,0,1,1,3,1,3,1,0,3,0,1,2,1,0,0,2,3,1,1,2,3,2,2,3,3,3,2
814,0,1,2,2,3,5,6,0,-1,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,1,1,3,0,4,4,1,0,0,1,1,0,3,3,0,3,3,0,2,3,1,3,3,1,1,0,3,2,2,2,1,2,2,1,1,2,2,0,2,1,2,3,0,2,1,1,1,2,0,1,3,0,1,0,0,1,3,0,1,1,1,3,0,0,0,1,3,2,0
815,0,1,0,1,0,0,2,2,76,0,0,0,0,0,0,0,0,0,0,1,2,2,1,2,4,0,0,2,2,3,0,6,6,0,0,1,2,1,3,3,0,3,1,0,0,3,2,0,2,1,0,2,1,1,3,0,0,2,2,0,2,3,2,3,3,3,0,0,0,2,3,0,2,0,0,2,0,0,1,2,3,3,3,2,3,2,3,1,3,0,2,0,2,2,2
816,0,0,1,0,4,2,3,1,7,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,3,0,1,0,2,4,5,1,0,0,0,1,2,3,3,2,3,1,2,3,3,3,0,2,1,3,1,2,1,0,1,2,3,3,0,3,2,3,3,0,3,0,3,2,2,1,0,3,2,0,3,3,0,1,0,0,3,3,0,3,0,2,0,2,1,1,3,3,1,1,1
817,0,0,1,0,4,2,5,6,-1,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,1,0,0,0,2,3,1,3,7,0,0,3,2,2,3,1,0,0,0,3,1,0,0,0,0,2,0,0,1,0,0,3,1,0,2,3,0,2,3,0,2,2,2,2,0,2,3,1,1,1,0,3,2,1,0,1,1,3,2,3,3,1,0,3,1,1,2,3,2,3,3
818,0,1,0,1,2,4,1,4,-1,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,0,2,1,2,3,5,5,0,0,3,3,1,2,2,3,3,1,0,2,0,3,2,0,2,2,3,1,0,2,3,2,0,0,0,2,0,0,2,0,2,1,1,1,0,2,3,3,3,2,3,3,2,1,1,2,1,2,1,3,2,1,0,1,1,1,0,0,2,3
819,0,1,0,2,3,3,4,7,60,0,0,0,0,0,0,0,0,0,1,1,1,0,4,5,7,0,0,1,3,0,0,0,3,0,0,2,2,0,0,1,2,2,2,2,3,1,2,0,0,1,3,1,3,0,3,0,1,1,0,1,1,2,3,0,0,1,3,2,2,0,0,1,3,1,2,1,0,2,0,3,2,3,0,2,3,3,1,0,0,3,1,2,3,2,0
820,0,1,2,2,3,3,4,5,126,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,1,1,3,0,4,4,2,0,0,2,2,1,3,0,1,0,2,3,3,1,2,3,0,2,3,0,3,3,3,3,0,2,2,0,0,3,0,0,2,0,1,2,0,0,3,3,0,3,3,1,2,2,2,3,1,0,0,2,2,1,3,3,3,3,2,0,1,1,1
821,0,1,0,1,2,4,1,4,122,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,0,2,1,2,3,5,5,0,0,1,3,2,1,2,1,3,3,1,2,0,2,0,1,3,1,0,3,1,0,1,1,3,0,0,0,1,1,2,3,0,2,3,1,2,2,3,1,0,2,3,3,1,0,3,3,2,0,3,1,3,3,2,3,3,1,0,0,1,3
822,0,1,0,1,2,4,1,4,10,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,0,2,1,2,3,5,5,0,0,3,3,0,2,1,3,2,2,1,3,2,1,3,2,1,3,2,2,0,3,0,2,1,3,1,0,0,3,0,0,1,3,1,2,0,3,2,0,0,2,2,1,3,1,2,3,1,1,0,0,0,1,1,2,0,2,3,0,3,1
823,0,0,2,3,1,1,0,3,15,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,1,0,0,1,2,2,4,0,0,3,0,0,3,0,2,3,1,1,3,2,2,2,1,2,2,3,2,3,2,1,3,0,1,1,1,0,0,2,3,0,3,0,0,3,2,2,0,2,0,0,2,3,2,0,1,2,2,0,1,2,1,0,3,1,3,1,2,0,2
824,0,1,0,1,2,4,1,7,-1,0,0,0,0,0,0,0,0,0,1,1,2,1,3,5,6,0,0,2,1,2,3,0,3,0,0,2,3,1,0,3,2,2,2,3,2,0,2,2,3,3,2,1,1,2,0,1,0,2,1,3,1,2,1,3,1,0,3,1,1,2,2,0,1,2,0,1,3,0,0,3,3,1,2,3,1,3,0,2,0,2,3,0,3,2,2
825,0,1,2,2,3,5,6,0,98,0,0,0,0,0,0,0,0,0,1,2,1,0,0,5,7,0,1,1,3,0,0,0,1,0,0,2,0,1,3,3,1,0,3,2,1,0,1,3,2,1,3,2,3,0,0,1,1,0,0,0,0,3,1,2,2,2,1,2,1,3,0,3,1,1,2,0,3,3,2,1,3,1,0,0,3,3,3,3,1,0,0,0,3,2,2
826,0,0,1,0,0,0,5,6,89,0,0,0,0,0,0,0,0,0,0,0,3,3,1,2,1,0,0,0,2,3,1,6,6,0,0,1,2,1,0,2,1,3,2,2,1,3,2,2,3,2,0,2,2,2,3,3,0,0,1,0,2,0,1,2,1,1,3,3,1,3,1,0,3,1,2,1,2,1,1,1,2,1,0,1,0,3,2,2,3,3,2,2,1,3,1
827,0,1,0,1,0,0,2,4,0,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,4,0,0,2,1,2,3,5,5,0,0,3,2,1,2,1,0,0,3,1,2,3,2,1,0,3,1,1,3,3,2,0,0,1,3,1,0,2,0,3,2,3,1,2,3,1,3,3,3,2,2,3,1,3,1,3,0,1,2,3,2,1,0,2,1,3,1,1,0,2,3
828,0,0,1,0,4,2,5,6,59,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,1,0,0,0,2,3,1,3,7,0,0,2,2,1,3,0,1,2,0,1,1,0,3,2,0,3,3,3,3,0,3,2,2,2,2,1,1,2,3,3,0,0,2,1,1,2,1,2,2,3,3,0,2,3,2,2,1,1,3,2,1,1,0,0,2,3,1,3,0,3,1
829,0,1,0,1,0,0,6,2,70,0,0,0,0,0,0,0,0,0,1,1,2,2,0,5,7,0,0,2,2,2,0,0,6,0,0,0,2,0,1,2,3,2,3,0,3,2,0,1,2,3,1,1,2,1,0,0,0,3,2,3,2,3,3,1,3,2,3,2,1,2,0,2,1,1,0,2,3,3,1,0,3,3,1,0,0,2,1,3,0,2,2,3,2,3,2
830,0,0,1,0,0,0,2,2,70,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,7,0,0,0,2,2,0,0,6,0,0,0,3,1,2,1,3,2,0,2,2,1,3,2,0,0,1,0,0,3,2,1,1,1,1,1,0,0,1,1,2,3,2,3,2,1,2,0,2,3,3,1,0,2,0,3,1,1,0,3,1,2,2,1,0,0,3,3,0,3,1
