,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,mean_shift_,optics_min_samples_7_xi_0_05_min_cluster_size_0_1,spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,random_model_n1,random_model_n2,random_model_n3,random_model_n4,random_model_n5,random_model_n6,random_model_n7,random_model_n8,random_model_n9,random_model_n10,random_model_n11,random_model_n12,random_model_n13,random_model_n14,random_model_n15,random_model_n16,random_model_n17,random_model_n18,random_model_n19,random_model_n20,random_model_n21,random_model_n22,random_model_n23,random_model_n24,random_model_n25,random_model_n26,random_model_n27,random_model_n28,random_model_n29,random_model_n30,random_model_n31,random_model_n32,random_model_n33,random_model_n34,random_model_n35,random_model_n36,random_model_n37,random_model_n38,random_model_n39,random_model_n40,random_model_n41,random_model_n42,random_model_n43,random_model_n44,random_model_n45,random_model_n46,random_model_n47,random_model_n48,random_model_n49,random_model_n50,random_model_n51,random_model_n52
747,0,0,0,3,3,1,1,5,124,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,4,0,0,0,2,0,0,2,0,0,0,0,0,2,1,0,1,1,0,2,0,0,0,0,1,1,1,1,2,2,2,1,0,1,0,1,2,0,0,0,1,1,2,1,0,2,0,2,0,1,2,1,2,1,1,0,2,0,1,1,0,2,0
748,0,0,1,0,1,0,0,6,49,0,0,0,0,0,0,0,0,0,1,2,1,0,0,1,2,0,1,1,1,3,0,6,2,0,0,0,1,2,2,0,2,0,0,2,2,2,1,0,0,0,2,1,2,2,2,1,0,0,1,2,0,2,2,2,2,2,0,2,2,2,1,0,2,0,1,0,2,2,1,1,2,0,0,1,0,0,0
749,0,1,1,0,1,4,4,4,90,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,1,1,1,2,4,0,7,0,0,2,0,1,2,2,0,2,2,2,2,1,1,1,2,2,1,0,1,1,0,1,0,1,2,2,1,1,1,2,2,1,1,2,0,0,1,1,1,2,1,1,1,0,2,0,0,2,1,0,0,1,1
750,0,0,1,1,2,0,0,6,4,0,0,0,0,0,0,0,0,0,1,2,0,4,0,1,2,0,1,2,0,3,0,6,2,0,0,2,2,0,1,0,1,1,0,2,1,0,1,2,2,0,1,2,0,2,2,2,2,1,0,2,1,0,1,1,1,2,2,2,2,2,1,2,0,2,2,0,1,0,1,2,0,0,0,2,1,1,2
751,0,1,2,2,3,1,1,5,0,0,0,0,0,0,0,0,0,0,1,1,2,2,1,2,4,0,0,0,3,0,5,2,0,0,0,0,1,2,2,1,1,0,0,2,0,0,2,2,1,0,2,0,2,0,0,0,0,1,0,1,1,0,0,2,2,1,0,0,1,0,2,1,2,1,2,0,1,1,1,0,1,0,1,2,0,1,1
752,0,1,1,0,1,4,4,4,100,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,1,1,1,2,4,0,7,0,0,2,0,2,2,2,1,2,0,0,1,2,2,2,1,0,1,1,1,0,2,2,0,0,2,1,2,0,1,0,2,1,2,2,2,0,0,0,0,1,0,0,2,2,1,1,2,0,0,0,1,2,2
753,0,0,1,1,2,2,6,2,20,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,1,2,0,3,3,6,1,0,0,1,0,0,2,2,1,2,1,2,2,2,2,2,1,0,2,2,0,1,2,0,0,1,0,1,0,0,2,1,1,2,0,1,2,2,2,1,0,1,1,0,0,1,0,1,1,1,0,0,2,0,1
754,0,0,0,3,0,5,5,7,7,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,3,0,1,2,2,1,1,1,6,0,0,0,2,2,2,0,1,0,0,2,2,0,2,1,2,1,1,1,0,1,2,2,2,1,0,0,2,0,2,2,2,2,1,1,2,2,1,0,0,0,1,2,0,2,0,1,0,0,0,1,2,2,1
755,0,1,2,0,1,4,4,4,6,0,0,0,0,0,0,0,0,0,1,1,1,0,4,6,5,0,1,1,1,2,4,0,7,0,0,2,0,1,0,0,0,2,0,0,1,0,2,1,2,2,1,1,1,1,0,2,0,0,1,1,2,0,2,0,1,2,1,2,0,0,1,1,2,2,1,1,1,2,2,1,1,2,2,1,2,0,0
756,0,0,1,1,2,2,6,2,35,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,1,2,0,3,3,6,1,0,0,2,1,0,1,1,0,2,1,1,2,1,2,2,2,2,1,0,0,2,2,1,1,0,2,1,1,1,1,2,2,0,0,0,0,1,1,0,0,1,0,2,2,2,0,0,0,1,0,2,2,1,0
757,0,1,1,0,1,0,0,6,33,0,0,0,0,0,0,0,0,0,1,2,1,0,0,1,2,0,1,1,1,2,0,4,2,0,0,1,2,2,1,1,2,0,0,1,2,0,1,1,1,2,1,1,2,0,0,2,2,0,0,1,2,1,0,2,2,2,1,0,1,2,2,1,1,1,1,1,1,2,0,2,0,1,0,0,2,2,1
758,0,0,1,0,1,0,0,6,56,0,0,0,0,0,0,0,0,0,1,2,0,2,0,1,2,0,1,1,1,2,0,4,2,0,0,2,2,2,0,0,2,1,1,1,0,0,2,0,2,0,1,1,2,2,1,0,2,2,1,0,2,0,0,0,0,0,1,2,0,0,0,1,2,2,0,0,1,2,0,0,1,0,1,1,0,0,2
759,0,0,0,3,0,5,3,0,16,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,1,0,0,0,2,0,5,3,4,0,0,1,2,2,1,2,0,1,0,1,0,1,2,0,0,1,1,2,2,2,2,0,2,1,1,2,2,1,0,1,1,0,0,2,2,0,0,2,1,1,0,0,1,0,1,0,0,0,1,0,1,2,2
760,0,0,1,1,2,0,0,6,4,0,0,0,0,0,0,0,0,0,0,2,0,4,0,1,2,0,1,2,0,3,0,6,2,0,0,0,1,1,0,0,0,0,1,0,2,2,1,1,2,1,0,1,2,0,0,1,2,2,1,1,1,0,1,0,0,1,0,2,2,0,1,1,2,1,2,0,2,0,1,0,2,2,1,0,2,1,1
761,0,0,0,3,0,5,5,7,7,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,3,0,1,2,2,1,1,1,6,0,0,1,2,0,1,2,1,1,2,0,2,2,0,1,2,0,1,2,1,0,2,2,1,1,2,1,0,0,1,0,1,0,1,1,0,0,2,1,2,0,1,1,1,1,2,1,2,2,2,1,2,2,1
762,0,1,1,0,1,4,4,4,3,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,1,1,1,2,4,0,7,0,0,0,1,2,1,0,2,1,0,1,1,1,2,1,2,1,0,2,0,0,0,1,1,0,0,2,0,0,0,0,1,1,0,2,2,2,0,1,2,1,2,1,0,1,0,1,0,2,0,1,0,2,0
763,0,0,0,3,3,1,1,5,125,0,0,0,0,0,0,0,0,0,0,0,3,2,1,2,4,0,0,0,2,0,0,2,0,0,0,0,2,1,2,1,1,0,1,0,2,2,0,1,2,1,2,0,2,2,2,0,1,2,2,0,0,2,2,1,0,2,0,2,2,1,1,0,1,2,2,2,2,2,1,0,0,2,2,0,2,2,0
764,0,1,2,2,3,1,1,3,0,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,4,0,0,0,3,4,2,5,5,0,0,0,2,1,1,0,0,0,1,0,2,0,2,0,0,1,2,0,0,2,2,0,0,2,1,1,2,2,0,0,0,1,0,1,2,2,2,1,1,0,0,1,0,2,2,1,0,1,1,0,0,0,0
765,0,1,1,0,1,0,0,6,-1,0,0,0,0,0,0,0,0,0,1,2,1,0,4,1,2,0,1,1,1,2,3,6,2,0,0,2,1,2,0,1,2,1,1,1,0,1,0,0,0,2,0,2,1,2,2,1,1,0,0,1,2,0,1,0,2,1,2,1,1,0,1,1,2,2,1,2,0,1,1,2,2,2,0,2,0,2,2
766,0,1,1,0,1,4,4,4,11,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,1,1,1,2,4,0,7,0,0,1,2,1,2,2,2,2,0,1,0,2,0,0,1,2,0,1,1,0,2,0,1,1,2,0,0,0,2,0,1,1,1,2,1,0,1,1,2,2,1,1,1,2,2,1,1,2,0,0,0,2,2
767,0,1,2,0,1,4,4,1,-1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,5,7,0,0,1,1,2,0,4,3,0,0,0,0,2,1,0,1,0,2,0,1,1,0,2,0,1,0,2,2,0,1,0,0,2,0,0,2,0,1,2,1,1,0,2,2,1,2,1,2,1,0,1,2,0,2,0,1,2,2,1,0,1,0
768,0,1,2,2,3,0,0,1,-1,0,0,0,0,0,0,0,0,0,1,1,2,2,0,5,7,0,0,0,3,4,0,4,3,0,0,2,2,1,0,1,0,2,1,2,0,2,1,1,1,0,2,1,1,0,0,2,2,0,1,1,2,0,1,0,0,2,0,0,0,1,1,1,1,0,0,2,0,2,1,0,1,0,0,1,0,2,0
769,0,0,0,3,0,5,5,7,53,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,3,0,1,2,2,1,1,1,6,0,0,0,2,2,1,2,1,0,1,1,0,1,0,1,2,0,1,1,2,2,0,2,2,2,0,0,2,1,1,2,1,1,1,2,0,2,1,2,2,0,0,0,0,0,0,0,1,2,0,2,0,1,0
770,0,1,2,0,1,4,4,1,66,0,0,0,0,0,0,0,0,0,1,1,1,0,0,5,7,0,0,1,1,2,0,4,3,0,0,1,0,2,1,1,1,1,1,2,0,1,0,2,0,1,1,0,0,2,1,0,0,2,2,0,0,1,2,2,2,1,2,1,1,0,2,2,0,1,0,0,2,2,2,2,0,2,1,1,2,1,0
771,0,1,2,2,4,3,2,3,52,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,0,0,3,4,2,5,5,0,0,1,1,1,2,0,2,0,2,1,1,1,0,2,1,2,1,1,0,2,1,2,0,2,2,2,0,2,1,0,1,1,0,1,0,1,1,0,2,1,1,0,2,0,2,1,1,2,1,0,2,2,1
772,0,1,2,2,4,3,2,1,19,0,0,0,0,0,0,0,0,0,1,1,2,1,3,5,7,0,0,0,3,4,2,4,3,0,0,1,2,2,2,1,1,0,1,2,0,1,1,1,0,2,2,0,0,1,2,1,0,0,2,0,0,2,1,0,2,0,2,2,2,2,0,2,0,0,2,1,2,2,0,0,2,1,0,2,0,2,1
773,0,0,0,3,3,1,1,5,124,0,0,0,0,0,0,0,0,0,0,0,3,2,1,2,3,0,0,0,2,0,0,2,0,0,0,1,0,0,2,2,2,2,1,1,1,1,0,0,2,2,1,1,0,2,1,2,0,1,1,0,1,2,0,1,0,2,0,1,1,2,2,0,0,2,1,2,1,1,1,2,2,0,0,0,2,2,0
774,0,1,2,0,1,4,4,4,109,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,1,1,1,2,4,0,7,0,0,2,1,2,2,1,0,0,2,0,2,0,2,0,2,2,0,2,0,1,1,2,1,2,0,0,1,2,2,1,2,1,1,2,2,0,0,0,2,1,2,1,2,0,1,2,0,2,2,2,1,2,0
775,0,1,2,2,3,1,1,5,0,0,0,0,0,0,0,0,0,0,1,1,2,1,1,3,4,0,0,0,3,4,2,5,5,0,0,1,1,2,1,2,1,0,2,1,1,0,1,1,1,2,0,2,0,2,2,0,2,1,2,2,2,2,1,1,2,1,2,2,2,2,0,0,1,1,0,1,1,2,1,2,1,1,2,1,1,0,1
776,0,0,0,3,3,1,1,5,43,0,0,0,0,0,0,0,0,0,0,0,3,2,1,2,4,0,0,0,2,0,5,2,0,0,0,0,0,1,0,1,1,1,0,0,1,1,1,2,2,2,0,2,1,0,2,2,2,0,0,1,0,1,0,2,1,0,2,0,2,1,2,0,1,0,2,2,0,2,0,0,1,2,2,2,1,2,0
777,0,0,1,0,1,0,0,6,112,0,0,0,0,0,0,0,0,0,1,2,1,2,0,1,2,0,1,1,1,2,0,4,2,0,0,1,0,2,2,1,2,0,0,0,2,2,1,2,1,1,1,0,1,0,2,2,1,1,1,1,1,0,1,0,2,0,1,0,0,2,0,1,0,1,2,0,2,2,1,1,1,2,2,2,1,0,2
778,0,1,2,2,3,1,1,5,76,0,0,0,0,0,0,0,0,0,0,1,2,2,1,2,4,0,0,0,2,0,0,2,0,0,0,1,0,0,0,2,1,2,0,0,2,2,1,1,2,1,1,2,1,0,1,0,2,1,2,2,1,0,2,2,1,0,2,1,0,0,1,2,0,2,2,2,1,0,2,1,1,1,0,0,2,1,1
779,0,1,2,2,4,3,2,3,10,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,0,0,3,4,2,5,5,0,0,2,0,0,2,1,2,2,2,2,0,1,1,1,0,0,0,1,0,1,1,1,1,1,0,1,2,1,1,1,2,0,2,2,1,2,2,2,0,0,2,2,0,2,1,0,2,0,1,2,1,2,1
780,0,0,1,1,2,0,6,6,32,0,0,0,0,0,0,0,0,0,0,2,0,4,2,1,2,0,1,2,0,3,3,6,2,0,0,1,2,1,0,2,2,1,2,0,0,2,2,1,1,1,2,0,0,2,1,0,1,2,0,2,1,0,1,2,0,0,2,1,0,0,2,2,1,2,0,2,1,0,2,2,0,0,1,0,1,2,1
781,0,1,1,0,1,4,4,4,115,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,1,1,1,2,4,0,7,0,0,1,2,1,2,0,2,1,1,1,2,2,1,2,1,0,0,2,1,2,1,0,0,1,2,2,1,2,1,2,1,2,0,0,0,0,2,1,2,0,0,2,1,2,2,2,2,2,0,0,0,2,2
782,0,1,2,0,1,4,4,4,119,0,0,0,0,0,0,0,0,0,1,1,1,0,4,6,5,0,1,1,1,2,4,0,7,0,0,0,2,2,1,0,2,0,1,0,0,0,2,1,0,2,1,1,1,2,0,0,2,2,2,0,2,0,2,0,1,1,2,1,2,0,2,0,2,1,1,2,1,0,2,0,0,1,0,2,1,0,1
783,0,0,1,1,2,2,6,6,-1,0,0,0,0,0,0,0,0,0,0,2,0,4,2,1,2,0,1,2,0,3,3,6,2,0,0,0,0,0,1,1,2,2,2,2,1,0,0,1,0,1,2,2,1,2,1,0,1,2,2,0,1,0,1,2,1,0,1,0,1,1,2,1,2,2,2,2,1,0,2,2,0,0,1,2,1,1,2
784,0,1,2,2,3,1,1,1,29,0,0,0,0,0,0,0,0,0,1,1,2,2,0,5,7,0,0,0,3,4,0,4,3,0,0,0,2,0,2,2,2,2,1,0,2,2,1,1,1,0,0,0,1,1,1,1,0,1,2,0,0,1,0,2,2,1,1,1,1,2,2,2,0,1,0,0,1,0,1,2,1,1,0,0,1,1,2
785,0,0,0,3,0,5,5,7,7,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,3,0,1,2,2,1,1,1,6,0,0,1,0,2,2,2,0,2,2,0,0,2,0,2,0,0,1,2,2,2,1,0,0,2,0,0,1,1,2,2,2,0,2,2,2,1,0,0,1,1,1,0,1,2,0,2,2,2,0,1,1,2,2
786,0,1,1,0,1,4,4,4,11,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,1,1,1,2,4,0,7,0,0,2,1,2,0,2,2,1,1,0,0,0,0,2,2,2,0,0,0,0,1,2,0,0,2,0,1,0,0,2,1,0,1,0,2,1,0,2,1,2,1,2,2,0,0,2,0,1,2,0,0,0,1
787,0,1,2,0,1,0,0,1,29,0,0,0,0,0,0,0,0,0,1,1,1,2,0,5,7,0,0,1,1,2,0,4,3,0,0,2,2,1,2,1,1,1,2,0,2,2,1,2,2,1,2,0,2,0,1,2,1,0,0,0,0,2,0,2,1,2,1,1,1,0,0,2,2,0,1,1,2,1,1,1,1,0,2,2,0,2,0
788,0,0,1,1,2,2,6,2,20,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,1,2,0,3,3,6,1,0,0,2,2,2,0,2,2,0,0,2,2,1,1,0,1,2,1,0,0,0,2,1,0,1,0,2,0,0,0,1,1,0,2,1,1,2,2,2,2,1,1,0,0,1,1,2,1,0,2,0,0,1,2
789,0,0,0,3,0,5,3,0,16,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,1,0,0,0,2,0,5,3,4,0,0,2,0,2,1,2,0,1,2,2,2,1,2,1,1,0,1,1,0,2,0,0,0,2,0,2,2,1,0,0,2,1,2,0,0,2,1,0,2,2,0,0,0,1,1,0,2,2,0,1,0,0,1
790,0,1,2,2,3,1,1,3,68,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,4,0,0,0,3,4,2,5,5,0,0,0,0,0,1,2,1,1,0,0,2,0,1,2,0,1,1,1,0,2,2,2,0,2,2,1,2,0,2,2,2,1,2,1,0,2,2,0,1,0,2,1,0,1,0,2,1,1,0,0,1,2,2
791,0,1,2,2,3,1,1,1,-1,0,0,0,0,0,0,0,0,0,1,1,2,2,1,5,7,0,0,0,3,4,0,4,3,0,0,0,0,0,1,2,0,0,2,0,0,1,0,2,2,0,0,2,2,2,0,0,1,0,2,2,2,2,0,2,2,2,0,2,1,2,1,2,1,1,1,2,2,1,2,1,2,0,1,0,0,0,1
792,0,0,0,3,0,5,3,0,16,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,1,0,0,0,2,0,5,3,4,0,0,2,1,1,0,1,1,2,0,1,0,1,2,0,1,0,0,0,1,0,0,2,1,2,0,1,0,0,0,0,1,2,1,0,0,1,0,0,0,2,2,1,1,2,0,1,2,0,1,1,2,2,1
793,0,0,1,1,2,2,6,2,26,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,1,2,0,3,3,6,1,0,0,1,2,2,0,0,1,0,2,2,1,0,1,1,1,2,1,0,1,1,2,1,1,0,0,0,2,2,0,2,1,0,2,2,0,1,2,0,0,2,0,0,2,0,1,2,1,1,2,0,0,0,0
794,0,0,1,1,2,2,6,6,57,0,0,0,0,0,0,0,0,0,0,2,0,4,2,1,0,0,1,2,0,3,3,6,2,0,0,2,2,0,0,1,2,1,0,0,0,1,0,2,0,1,2,2,0,0,0,1,2,2,1,1,1,1,0,2,2,1,1,2,2,0,0,0,1,0,2,0,1,2,0,0,2,1,1,1,1,2,0
795,0,0,0,3,0,5,3,0,-1,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,1,0,1,2,2,1,1,1,6,0,0,1,0,0,2,0,0,1,0,1,2,1,1,2,2,0,0,0,1,2,2,2,2,1,0,1,1,1,2,2,1,1,1,0,1,0,1,0,2,1,1,0,0,0,1,0,0,2,1,0,1,0,1
796,0,1,2,2,4,3,2,3,25,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,0,0,3,4,2,5,5,0,0,1,0,1,1,1,1,2,0,2,2,0,1,1,2,2,0,0,2,0,1,0,2,2,2,0,2,2,1,2,1,1,2,2,2,2,1,0,2,0,0,1,0,1,1,1,0,1,2,2,0,0,0
797,0,0,1,0,1,0,0,6,14,0,0,0,0,0,0,0,0,0,1,2,1,0,4,1,2,0,1,1,1,3,3,6,2,0,0,0,0,1,2,1,1,2,1,0,2,0,2,2,1,1,2,2,1,2,0,1,1,1,2,1,2,1,0,2,1,1,1,0,1,2,2,1,0,1,1,2,0,0,2,0,1,0,1,0,0,2,2
798,0,0,1,1,2,2,6,2,26,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,1,2,0,3,3,6,1,0,0,1,2,0,2,1,0,0,2,1,0,2,1,0,0,0,0,0,1,1,2,2,1,2,1,2,0,0,0,1,1,0,0,1,1,1,2,2,0,0,1,0,2,2,0,1,0,1,2,1,0,2,2
799,0,0,0,3,0,5,5,7,7,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,3,0,1,2,2,1,1,1,6,0,0,2,0,2,0,0,2,0,0,2,2,1,0,0,0,0,0,2,0,0,0,2,1,2,1,1,0,0,2,1,0,0,2,2,2,1,1,0,0,2,2,0,2,0,0,1,1,0,2,1,0,2,1
800,0,1,2,0,1,4,4,1,48,0,0,0,0,0,0,0,0,0,1,1,1,0,4,5,5,0,1,1,1,2,4,0,7,0,0,1,1,0,2,2,2,0,2,1,1,2,1,2,1,2,2,1,0,0,0,1,1,2,1,2,1,0,2,2,2,1,0,1,0,0,1,0,0,0,0,1,1,1,2,1,2,2,1,2,0,0,1
801,0,0,1,1,2,0,6,6,32,0,0,0,0,0,0,0,0,0,0,2,0,4,2,1,2,0,1,2,0,3,3,6,2,0,0,1,2,1,1,0,1,2,2,1,1,1,0,2,2,0,0,0,2,2,2,1,0,2,1,1,0,1,0,2,2,1,0,2,0,2,2,1,2,1,2,2,0,2,0,0,0,0,2,0,2,2,1
802,0,1,1,0,1,4,4,4,22,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,1,1,1,2,4,0,7,0,0,2,2,1,2,2,2,2,2,1,2,0,0,2,1,2,1,0,1,0,0,1,2,1,2,1,0,1,2,0,2,2,1,2,1,0,2,2,2,1,1,0,0,0,0,1,2,0,0,0,1,1,0
803,0,0,1,1,2,2,6,6,27,0,0,0,0,0,0,0,0,0,0,2,0,4,2,1,2,0,1,2,0,3,3,6,2,0,0,1,2,0,0,1,2,2,1,1,1,2,0,1,1,0,0,0,1,1,2,0,2,2,1,0,0,2,1,2,0,1,0,0,2,2,1,0,1,0,1,2,2,0,0,1,0,0,1,1,1,1,0
804,0,0,0,3,0,5,3,0,96,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,1,0,0,0,2,0,5,3,4,0,0,0,0,2,0,2,2,0,1,2,1,1,0,1,0,0,1,1,0,0,1,0,0,2,1,0,0,2,0,0,0,0,2,1,0,0,0,2,0,1,0,2,1,2,0,1,2,0,1,0,2,1,2
805,0,1,2,2,4,3,2,1,19,0,0,0,0,0,0,0,0,0,1,1,2,1,3,5,7,0,0,0,3,4,2,4,3,0,0,1,2,0,2,0,2,2,1,2,2,2,0,0,1,1,2,1,1,2,1,1,0,0,2,0,0,0,0,2,2,0,0,0,1,0,2,0,0,1,1,1,0,2,1,1,1,2,0,0,0,2,2
806,0,1,2,2,3,1,1,5,46,0,0,0,0,0,0,0,0,0,1,1,2,2,1,2,4,0,0,0,3,4,0,2,0,0,0,2,2,1,1,2,0,0,2,2,2,0,1,0,2,1,1,1,1,0,0,2,1,0,1,1,1,0,1,2,1,1,1,2,2,1,2,1,0,0,1,0,2,1,0,2,1,2,2,0,2,2,1
807,0,0,1,1,2,2,6,2,57,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,1,2,0,3,3,6,2,0,0,2,1,0,1,2,2,2,2,2,1,2,0,2,2,0,1,0,2,1,1,2,0,1,2,0,0,2,2,2,2,2,2,2,0,1,0,0,1,2,0,2,0,0,0,2,1,2,1,0,1,2,0
808,0,0,0,1,2,2,6,2,35,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,1,2,0,1,1,1,1,0,0,0,0,2,2,2,2,1,2,2,1,1,0,1,0,1,0,0,0,2,2,0,2,1,2,2,1,0,0,1,2,0,0,2,0,1,0,1,1,1,2,0,2,1,1,2,0,2,2,0,1,2,2
809,0,1,1,0,1,4,4,4,30,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,1,1,1,2,4,0,7,0,0,2,2,0,0,1,0,0,0,2,1,0,2,0,1,2,1,0,2,0,1,2,0,2,1,1,1,1,2,0,2,0,0,2,1,2,0,1,2,2,0,0,2,0,1,2,2,2,0,1,2,1,1
810,0,0,0,3,0,5,3,0,78,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,1,0,0,0,2,0,5,3,4,0,0,2,0,1,2,0,1,1,1,2,1,0,2,2,2,2,2,1,2,0,2,0,1,1,1,0,0,1,1,0,2,1,1,2,0,2,0,2,2,0,2,1,2,1,0,0,2,2,1,2,1,1,1
811,0,1,2,0,1,4,4,1,119,0,0,0,0,0,0,0,0,0,1,1,1,0,4,6,5,0,1,1,1,2,4,0,7,0,0,2,1,0,2,2,0,1,2,1,1,1,1,0,2,2,1,2,2,2,0,0,2,2,0,1,0,0,0,2,2,2,1,2,2,1,1,2,0,1,1,1,2,2,1,0,1,0,1,2,0,2,2
812,0,0,0,1,2,2,5,2,9,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,1,2,0,1,1,1,6,0,0,2,0,0,0,2,1,2,0,0,1,2,2,2,1,2,2,1,1,1,2,0,1,1,2,1,2,1,1,0,0,1,2,2,2,1,0,0,1,1,2,1,2,2,1,2,1,0,1,2,0,1,1
813,0,1,2,2,4,3,2,1,2,0,0,0,0,0,0,0,0,0,1,1,2,1,3,5,7,0,0,0,3,4,0,4,3,0,0,2,2,1,2,2,2,0,1,1,1,0,0,0,1,1,2,2,2,0,2,0,1,0,2,0,1,0,2,1,0,0,2,1,0,0,0,2,0,1,1,1,2,0,2,2,0,0,2,0,0,2,2
814,0,1,1,0,1,0,0,6,-1,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,1,1,1,2,4,0,2,0,0,2,2,2,1,1,0,2,0,0,2,1,1,0,2,2,1,1,0,1,1,1,1,2,2,2,1,1,2,2,1,2,0,1,1,0,0,2,2,1,1,1,2,1,0,2,2,2,0,0,1,1,1
815,0,1,2,2,3,1,1,5,76,0,0,0,0,0,0,0,0,0,0,1,2,2,1,2,4,0,0,0,2,0,0,2,0,0,0,1,2,2,1,0,1,1,2,0,0,1,1,1,1,1,0,1,0,1,1,1,2,0,2,1,1,2,0,2,0,2,1,2,1,1,2,1,0,2,0,0,1,2,2,1,2,0,2,0,2,0,2
816,0,0,0,3,0,5,5,7,7,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,3,0,1,2,2,1,1,1,6,0,0,1,1,0,2,2,2,0,2,1,1,0,0,0,1,1,0,2,1,2,2,1,2,0,1,2,2,0,2,0,2,2,0,1,0,0,1,1,1,0,1,2,1,1,1,1,0,1,2,2,2,0,0
817,0,0,0,3,0,5,3,0,-1,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,1,0,0,0,2,0,5,3,4,0,0,1,1,1,1,1,2,0,1,1,0,2,0,1,2,2,1,0,2,2,0,0,1,1,1,1,2,1,0,0,0,1,0,2,1,2,0,2,2,1,0,1,0,0,1,2,1,0,2,2,1,1,0
818,0,1,2,2,4,3,2,3,-1,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,0,0,3,4,2,5,5,0,0,1,0,0,0,0,0,1,2,0,0,2,0,0,2,1,2,1,0,1,0,0,0,2,2,0,1,2,2,2,1,2,1,2,1,2,2,2,1,1,2,1,0,2,2,0,0,2,2,0,1,0,0
