,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,spectral_clustering_n_clusters_1_eigen_solver_arpack,spectral_clustering_n_clusters_2_eigen_solver_arpack,spectral_clustering_n_clusters_3_eigen_solver_arpack,spectral_clustering_n_clusters_4_eigen_solver_arpack,spectral_clustering_n_clusters_5_eigen_solver_arpack,spectral_clustering_n_clusters_6_eigen_solver_arpack,spectral_clustering_n_clusters_7_eigen_solver_arpack,spectral_clustering_n_clusters_8_eigen_solver_arpack,mean_shift_,optics_min_samples_7_xi_0_1_min_cluster_size_0_2,random_model_n1,random_model_n2,random_model_n3,random_model_n4,random_model_n5,random_model_n6,random_model_n7,random_model_n8,random_model_n9,random_model_n10,random_model_n11,random_model_n12,random_model_n13,random_model_n14,random_model_n15,random_model_n16,random_model_n17,random_model_n18,random_model_n19,random_model_n20,random_model_n21,random_model_n22,random_model_n23,random_model_n24,random_model_n25,random_model_n26,random_model_n27,random_model_n28,random_model_n29,random_model_n30
287,0,0,0,0,0,0,4,3,-1,2,2,2,1,1,1,1,1,0,1,2,2,3,3,3,0,0,1,2,0,2,3,2,5,0,1,0,1,0,1,2,1,2,1,0,1,1,2,0,0,1,0,2,1,1,0,1,0,0,2,0,0,1,2,0,2
288,0,0,2,3,2,5,0,5,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,1,1,2,1,4,6,7,1,2,2,1,0,2,2,0,1,0,2,0,1,1,0,1,0,0,0,2,2,1,1,0,1,2,2,1,2,0,0,2
289,0,0,2,2,3,2,0,5,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,1,1,3,1,2,1,4,1,2,0,1,0,1,1,1,1,1,0,0,2,0,0,2,1,2,1,0,1,1,0,1,1,2,0,1,0,2,0,2
290,0,1,1,1,1,1,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,1,3,1,0,3,2,0,2,1,0,2,2,0,1,1,0,1,2,0,0,2,0,2,2,2,2,0,2,2,0,2,1,2,0,2,0,1
291,0,0,0,0,0,4,2,6,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,1,2,0,2,0,5,2,0,1,1,0,1,2,2,0,2,1,2,2,1,1,2,2,2,0,2,2,0,0,1,0,0,1,1,0,2,0,0,1
292,0,0,2,3,2,5,3,0,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,6,0,1,1,2,4,4,6,7,1,2,2,0,0,1,2,2,1,2,2,2,1,1,1,2,1,0,2,1,1,2,1,0,1,2,0,1,1,0,1,2
293,0,1,1,1,1,1,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,1,3,1,0,3,2,0,0,0,2,0,2,2,0,2,2,1,0,2,2,0,0,0,2,2,1,2,1,2,1,2,1,0,2,2,2,0
294,0,0,2,3,2,5,3,0,4,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,7,0,1,1,2,4,4,6,7,1,2,0,2,1,2,0,0,2,2,0,1,2,1,2,2,2,2,0,2,2,1,1,1,2,0,2,1,1,2,2,2
295,0,0,0,0,0,4,2,2,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,1,2,0,2,0,5,2,0,1,0,0,0,0,1,2,2,2,1,1,2,1,1,0,0,2,2,0,1,0,2,0,2,0,2,1,0,1,2,0
296,0,1,1,1,1,1,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,1,3,1,0,3,2,0,0,1,1,1,1,1,2,2,2,2,0,2,0,0,2,0,2,2,0,0,2,0,0,1,0,1,2,0,1,2
297,0,0,0,0,0,0,4,3,2,2,2,2,1,1,1,1,1,0,1,2,2,3,1,4,0,0,1,2,0,2,0,3,0,0,1,2,1,2,1,0,2,0,0,0,0,0,1,0,2,1,2,0,0,1,2,2,1,1,2,0,0,1,2,0,1
298,0,0,0,0,0,0,4,3,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,4,0,0,1,2,0,2,0,3,0,0,1,2,0,2,0,2,1,2,1,1,0,1,1,1,0,2,2,2,2,0,0,2,2,0,2,2,0,2,1,0,1
299,0,1,1,1,4,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,1,0,5,4,6,2,0,0,2,1,1,2,2,2,2,1,2,1,0,1,0,0,1,2,0,0,0,1,0,0,0,2,1,0,0,2,0
300,0,0,2,3,2,5,3,0,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,6,0,1,1,2,4,4,6,7,1,2,2,2,0,1,2,2,1,2,1,2,2,2,0,1,2,1,0,0,1,0,1,2,0,1,0,1,1,1,1,0
301,0,0,2,2,3,2,0,5,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,3,7,0,1,1,3,1,2,3,0,1,2,1,2,0,2,2,0,2,0,2,1,1,2,1,2,0,2,2,2,2,0,2,1,1,1,2,0,2,2,1,1
302,0,1,1,1,1,1,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,1,3,1,0,3,2,0,1,1,1,0,1,2,0,1,0,0,1,2,1,1,1,1,0,2,2,1,0,2,1,0,0,2,1,2,1,1
303,0,0,0,0,0,4,2,6,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,1,2,0,2,0,5,2,0,1,1,0,1,1,2,1,2,0,0,2,0,0,1,0,0,1,2,0,2,2,2,2,0,0,1,1,0,0,1,0
304,0,0,0,0,0,0,2,6,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,1,2,0,2,0,3,0,0,1,0,2,0,1,1,2,0,0,1,0,0,2,0,1,1,1,1,0,1,1,1,0,1,2,2,2,1,0,1,1
305,0,1,1,1,4,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,1,0,5,4,6,2,0,1,1,2,2,1,0,1,2,2,1,1,2,0,2,2,2,2,1,0,0,0,0,0,2,1,2,2,2,0,1
306,0,0,0,0,0,4,2,2,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,1,2,0,2,0,5,2,0,1,2,2,1,2,0,1,0,2,0,0,2,1,2,1,2,0,0,0,0,2,2,2,0,2,1,2,1,1,1,1
307,0,0,0,0,0,0,4,3,2,2,2,2,1,1,1,1,1,0,1,2,2,3,3,4,0,0,1,2,0,2,3,2,5,0,1,1,1,1,1,2,2,2,2,1,1,0,1,2,2,1,2,1,0,1,1,0,2,1,2,2,1,1,0,0,2
308,0,0,0,0,0,4,2,6,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,1,2,0,2,0,5,2,0,1,2,1,1,1,2,1,0,0,1,2,2,2,0,0,2,1,2,1,1,1,1,0,1,0,2,0,0,2,1,2
309,0,0,0,0,0,0,4,3,2,2,2,2,1,1,1,1,1,0,1,2,2,3,3,4,0,0,1,2,0,2,3,2,5,0,1,2,2,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,2,1,1,0,1,0,2,2,1,1,0,0
310,0,0,2,3,2,5,3,0,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,6,0,1,1,2,4,4,6,7,1,2,1,2,1,1,2,0,0,1,0,0,0,0,2,1,2,2,2,1,2,2,1,0,2,0,0,1,1,2,2,0
311,0,1,1,1,4,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,1,0,5,4,1,2,0,0,2,2,1,0,1,1,0,1,0,2,0,2,2,1,0,2,1,2,2,2,1,0,2,0,1,2,0,0,0
312,0,1,1,1,1,1,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,1,3,1,0,3,2,0,1,1,1,1,1,2,1,1,2,2,1,1,0,1,1,1,1,1,1,2,1,0,0,0,2,2,1,0,2,1
313,0,0,0,0,0,0,4,6,2,2,2,2,1,1,1,1,1,0,1,2,2,3,3,3,0,0,1,2,0,2,3,2,5,0,1,2,1,0,1,1,0,0,0,0,1,2,0,1,1,2,1,2,1,2,0,1,0,1,2,1,2,0,0,1,0
314,0,1,1,1,4,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,1,0,5,4,1,2,0,2,2,1,0,0,1,2,2,1,0,2,1,1,0,1,2,0,2,2,2,0,1,2,1,2,2,1,0,2,0
315,0,1,1,1,1,1,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,1,3,1,0,1,2,0,0,0,0,2,1,2,2,0,1,1,2,2,1,0,0,0,1,0,2,1,2,2,2,1,1,0,1,0,1,1
316,0,0,0,0,0,0,2,2,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,1,2,0,2,0,3,0,0,1,0,1,1,1,1,2,2,1,0,0,2,2,2,1,0,1,2,0,0,1,1,1,1,1,2,2,1,2,2,0
317,0,1,1,1,1,1,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,1,3,1,0,3,2,0,0,2,1,0,1,2,2,1,0,0,0,0,0,0,1,1,1,0,1,1,2,0,0,0,0,2,0,1,1,2
318,0,1,1,1,4,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,1,0,5,4,1,2,0,2,0,2,1,0,2,1,1,2,0,2,0,0,0,0,1,2,0,2,0,0,2,2,0,2,0,0,0,1,0
319,0,0,2,2,3,2,5,7,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,1,1,3,1,2,1,4,1,2,0,0,2,0,2,1,2,2,2,1,2,1,1,1,2,1,0,1,2,2,1,1,2,2,2,1,0,0,2,0
320,0,0,2,3,2,5,3,0,1,1,1,1,1,1,1,1,1,0,1,1,3,2,1,2,6,0,1,1,2,4,4,6,7,1,2,1,2,1,1,0,2,1,1,2,2,1,1,0,0,1,2,1,1,1,1,1,2,0,0,2,2,1,1,1,1
321,0,1,1,1,1,1,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,1,3,1,0,3,2,0,0,2,2,1,1,2,2,1,1,2,2,1,1,2,0,1,1,0,0,0,0,2,1,1,2,2,1,1,2,1
322,0,0,2,3,2,5,3,0,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,6,0,1,1,2,4,4,6,7,1,2,2,0,0,2,1,1,1,1,0,2,2,0,1,0,1,0,1,0,0,2,1,2,1,0,2,0,0,2,2,2
323,0,0,0,0,0,0,4,6,2,2,2,2,1,1,1,1,1,0,1,2,2,3,3,3,0,0,1,2,0,2,0,2,5,0,1,2,2,2,2,1,1,0,0,2,1,1,0,2,1,1,2,0,1,1,0,0,1,1,0,2,2,2,1,1,1
324,0,0,2,3,2,5,3,0,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,7,0,1,1,2,4,4,6,7,1,2,0,2,1,0,0,0,0,1,2,2,2,0,0,1,0,0,2,2,0,1,2,2,1,1,2,1,1,1,2,2
325,0,0,0,0,0,0,4,2,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,1,2,0,2,0,3,0,0,1,1,2,1,0,0,1,1,2,0,2,1,2,2,0,0,2,2,2,1,0,1,1,1,2,1,2,0,0,2,1
326,0,0,2,3,2,5,3,0,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,6,0,1,1,2,4,4,6,7,1,2,1,2,2,1,1,0,2,0,1,1,0,0,2,1,1,0,2,0,0,0,2,0,2,0,0,2,0,2,2,0
327,0,0,0,0,0,0,4,3,2,2,2,2,1,1,1,1,1,0,1,2,2,3,3,4,0,0,1,2,0,2,3,2,5,0,1,2,2,2,1,0,0,0,1,1,2,0,1,0,0,1,1,0,0,2,1,2,1,2,0,2,2,2,2,1,1
328,0,1,1,1,1,1,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,1,3,1,0,1,2,0,1,1,0,1,2,0,0,0,2,0,0,1,0,2,1,1,1,2,1,1,0,1,1,0,0,1,1,2,1,0
329,0,0,2,2,3,2,0,5,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,1,1,3,1,2,1,4,1,2,2,0,2,0,2,0,0,2,2,1,2,1,1,0,1,1,1,2,0,1,2,1,1,1,1,2,2,2,2,2
330,0,0,0,0,0,4,2,6,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,1,2,0,2,0,5,2,0,1,0,0,1,2,1,0,1,1,0,0,2,2,0,1,2,0,1,1,1,2,1,1,0,2,1,0,2,1,0,0
331,0,0,0,0,0,0,4,3,2,2,2,2,1,1,1,1,1,0,1,2,2,3,3,4,0,0,1,2,0,2,3,2,5,0,1,1,1,2,0,0,2,1,1,0,1,2,1,2,2,0,0,2,2,1,2,0,1,0,2,2,1,2,1,1,0
332,0,0,0,0,0,4,2,2,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,1,2,0,2,0,5,2,0,1,1,2,0,0,0,1,2,1,2,2,1,1,2,0,1,2,0,1,2,2,2,1,0,2,1,1,1,0,1,2
333,0,0,2,3,2,5,3,0,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,6,0,1,1,2,4,4,6,7,1,2,0,2,0,2,2,0,0,0,0,1,2,2,0,1,1,2,2,2,2,0,0,2,2,2,1,0,2,2,2,2
334,0,1,1,1,4,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,1,0,5,4,6,2,0,1,2,2,0,0,2,0,1,0,2,2,2,1,2,2,2,2,2,1,0,1,0,1,2,2,0,0,0,2,1
335,0,0,0,0,0,4,2,2,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,1,2,0,2,0,3,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,2,1,0,2,0,0,1,0,0,1,2,2,1,1,2,2,0,2
336,0,0,0,0,0,4,2,2,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,1,2,0,2,0,5,2,0,1,2,2,2,1,2,1,1,0,1,2,1,2,2,0,1,0,1,1,0,0,0,2,0,1,2,2,0,2,1,1
337,0,0,2,3,3,5,3,0,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,1,1,2,4,2,6,7,1,2,2,1,2,0,2,2,1,2,0,2,0,0,0,2,1,0,1,1,2,0,1,1,0,0,1,2,2,0,0,1
338,0,0,0,0,0,0,4,3,2,2,2,2,1,1,1,1,1,0,1,2,2,3,3,4,0,0,1,2,0,2,3,2,5,0,1,0,2,2,2,2,0,1,1,1,2,1,2,1,2,0,0,1,0,1,1,2,2,0,0,1,2,2,2,0,2
339,0,1,1,1,1,1,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,1,3,1,0,1,2,0,2,2,1,1,1,0,2,0,2,0,2,1,2,2,2,1,1,0,0,1,2,0,2,0,1,2,1,0,0,1
340,0,0,2,2,3,2,5,7,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,1,1,3,1,2,1,4,1,2,0,2,1,2,0,1,2,0,2,2,2,0,1,0,2,0,2,0,1,1,0,0,1,2,1,1,1,1,1,0
341,0,1,1,1,1,1,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,1,3,1,0,3,2,0,2,2,2,1,1,1,1,2,0,0,0,0,0,0,0,1,1,2,1,2,1,2,0,1,2,0,0,0,2,0
342,0,1,1,1,1,1,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,1,3,1,0,3,2,0,0,1,0,1,0,2,2,2,2,1,0,2,1,1,2,1,0,1,2,0,1,2,2,0,2,2,1,0,1,1
343,0,0,2,2,3,2,5,7,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,3,6,0,1,1,3,1,2,1,4,1,2,2,0,1,0,1,2,2,2,2,0,2,0,2,0,0,0,2,2,0,1,1,1,0,1,2,2,1,2,0,2
344,0,0,0,0,0,4,2,2,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,1,2,0,2,0,3,0,0,1,2,2,2,1,2,2,1,0,1,0,0,1,2,1,2,0,0,0,2,2,0,0,0,0,0,1,1,0,1,0
345,0,1,1,1,4,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,1,0,5,4,6,2,0,0,2,0,2,2,2,1,1,0,1,2,1,1,2,1,2,0,2,0,1,1,2,1,0,0,1,2,2,1,0
346,0,0,0,0,0,4,2,6,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,1,2,0,2,0,5,2,0,1,2,1,2,1,1,1,0,2,0,1,0,0,0,2,2,1,1,0,0,1,2,1,0,2,2,0,2,1,0,0
347,0,0,2,3,2,5,3,0,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,6,0,1,1,2,4,4,6,7,1,2,0,1,1,0,1,0,0,2,1,2,0,0,1,2,1,1,0,1,0,0,0,1,1,1,2,0,1,2,1,2
348,0,0,2,3,2,5,3,0,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,6,0,1,1,2,4,4,6,7,1,2,2,0,1,2,1,1,2,1,1,1,0,0,0,0,2,1,2,0,0,1,0,0,0,2,1,0,2,0,0,1
349,0,1,1,1,4,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,1,0,5,4,1,2,0,0,2,2,2,0,1,2,2,2,2,1,2,0,1,1,2,1,1,1,2,1,0,1,2,0,2,1,1,1,0
350,0,0,0,0,0,4,2,2,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,1,2,0,2,0,3,0,0,1,1,0,2,1,0,1,1,2,0,1,0,0,2,2,0,2,2,0,0,2,2,2,1,2,2,2,0,1,2,0
351,0,0,0,0,0,4,2,6,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,1,2,0,2,0,5,2,0,1,2,2,1,1,0,2,2,1,0,0,2,2,0,1,1,0,1,0,0,0,1,0,1,0,1,1,1,2,1,1
352,0,0,2,3,2,5,0,5,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,3,7,0,1,1,3,1,4,3,0,1,2,1,1,1,0,0,1,0,0,1,0,1,2,1,0,0,1,0,1,0,2,0,1,0,0,0,0,1,0,0,2
353,0,0,0,0,0,0,4,6,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,1,2,0,2,0,3,0,0,1,0,1,0,1,0,0,0,1,2,1,0,1,2,2,2,2,0,0,0,2,2,2,0,1,0,2,1,2,2,2
354,0,0,0,0,0,0,4,3,2,2,2,2,1,1,1,1,1,0,1,2,2,3,3,4,0,0,1,2,0,2,3,2,5,0,1,2,0,2,2,0,2,1,1,2,2,2,1,2,0,0,0,2,1,2,0,2,0,1,2,0,0,0,1,2,2
355,0,0,0,0,0,4,2,2,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,1,2,0,2,0,5,2,0,1,2,1,1,2,0,0,0,2,0,2,0,1,2,0,1,1,0,2,0,1,1,0,1,0,0,2,1,0,2,0
356,0,0,0,0,0,4,2,2,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,1,2,0,2,0,5,2,0,1,2,1,2,2,2,2,0,2,2,0,0,1,2,1,1,2,2,0,1,2,2,0,0,1,0,2,2,2,1,1
357,0,0,2,2,3,2,5,7,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,3,6,0,1,1,3,1,2,1,4,1,2,0,0,2,0,1,2,1,2,0,1,0,2,2,1,1,0,1,0,0,1,2,2,0,1,1,2,0,2,1,2
358,0,0,2,2,3,2,5,7,3,1,1,1,1,1,1,1,1,0,1,1,1,2,1,0,6,0,1,1,3,1,2,1,4,1,2,1,2,2,0,1,1,2,2,0,1,1,2,1,2,1,1,2,1,2,1,2,0,2,0,2,0,2,0,0,0
359,0,0,0,0,0,4,2,6,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,1,2,0,2,0,5,2,0,1,2,1,0,2,2,0,0,2,1,0,0,2,0,1,2,0,0,1,0,1,0,2,0,0,1,0,0,1,2,1
360,0,1,1,1,4,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,1,0,5,4,6,2,0,1,0,0,0,0,1,0,1,2,1,2,2,1,2,2,1,0,1,1,2,1,1,0,2,1,2,0,1,2,2
361,0,0,2,3,2,5,0,5,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,6,0,1,1,2,4,4,6,7,1,2,1,2,1,2,1,2,2,0,2,2,0,2,2,1,2,2,0,0,2,0,0,0,0,2,0,0,2,1,2,1
362,0,0,2,2,3,2,5,7,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,3,7,0,1,1,3,1,2,1,4,1,2,1,1,2,1,2,1,1,0,2,1,1,2,0,2,2,2,0,1,0,0,0,0,1,2,2,1,0,1,0,0
363,0,0,0,0,0,4,2,2,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,1,2,0,2,0,5,2,0,1,1,2,2,2,1,0,1,1,1,0,1,2,1,2,2,0,0,1,1,0,2,0,2,2,2,1,1,2,2,2
364,0,0,0,0,0,4,2,6,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,1,2,0,2,0,5,2,0,1,0,2,0,2,1,1,1,2,0,2,2,0,2,2,2,1,0,1,1,1,0,0,1,0,1,1,0,1,1,1
365,0,0,2,2,3,2,5,7,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,3,7,0,1,1,3,1,2,1,4,1,2,1,2,1,0,2,0,1,2,0,1,0,0,1,2,2,2,1,2,1,0,1,1,0,0,2,1,2,0,2,1
366,0,0,2,2,3,2,5,7,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,1,1,3,1,2,1,4,1,2,2,1,2,2,2,0,2,1,2,0,2,0,0,0,1,2,2,2,0,2,1,0,2,0,0,1,1,2,2,2
367,0,1,1,1,4,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,1,0,5,4,1,2,0,1,2,0,2,2,2,0,2,0,1,1,1,0,1,2,2,0,2,0,0,0,1,1,0,2,1,2,1,1,2
368,0,0,0,0,0,4,2,2,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,1,2,0,2,0,3,0,0,1,0,0,0,0,2,0,1,2,1,2,1,1,2,0,2,0,1,0,0,2,2,1,1,2,0,0,1,0,0,2
369,0,0,0,0,0,4,2,6,2,2,2,2,1,1,1,1,1,0,1,2,2,4,3,3,0,0,1,2,0,2,0,5,2,0,1,0,1,1,0,2,0,2,1,2,1,0,1,0,0,0,2,2,2,0,2,0,1,2,0,0,1,2,1,2,2
370,0,0,2,3,2,5,0,5,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,6,0,1,1,2,4,4,6,7,1,2,2,1,0,2,1,0,0,1,2,0,1,0,0,2,0,1,0,2,2,1,0,0,2,0,0,0,2,0,1,1
371,0,0,0,0,0,0,4,3,2,2,2,2,1,1,1,1,1,0,1,2,2,3,3,4,0,0,1,2,0,2,3,2,5,0,1,2,2,1,2,0,0,2,2,2,0,1,0,1,2,1,1,1,2,1,0,2,0,0,1,1,2,0,1,0,2
372,0,0,0,0,0,0,4,6,2,2,2,2,1,1,1,1,1,0,1,2,2,3,3,3,0,0,1,2,0,2,3,2,5,0,1,1,1,2,1,2,0,0,1,1,1,2,2,0,0,1,2,2,0,0,0,0,2,1,0,1,1,1,0,0,0
373,0,0,2,2,3,2,0,5,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,1,1,3,1,2,1,0,1,2,0,2,2,0,1,1,2,0,1,0,2,0,1,1,2,1,1,0,0,0,1,0,1,1,0,2,1,0,0,2
374,0,0,0,0,0,4,2,6,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,1,2,0,2,0,5,2,0,1,0,1,1,0,1,2,2,0,2,1,1,2,2,2,0,2,1,0,1,1,1,1,2,2,0,0,0,2,1,0
375,0,0,0,0,0,0,4,2,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,1,2,0,2,0,3,0,0,1,0,0,1,1,2,0,0,0,2,2,2,2,1,0,1,1,0,1,2,0,2,1,2,0,2,1,1,1,2,0
376,0,0,2,3,2,5,3,0,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,6,0,1,1,2,4,4,6,7,1,2,2,0,2,0,1,2,1,1,2,0,1,2,2,2,0,2,1,2,1,1,1,0,2,0,1,0,0,2,0,1
377,0,0,2,3,2,5,0,5,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,7,0,1,1,2,4,4,3,0,1,2,2,2,1,1,2,0,0,1,1,1,0,2,2,1,1,2,0,1,2,2,1,1,0,1,1,2,2,2,0,1
378,0,0,2,2,3,2,0,5,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,3,7,0,1,1,3,1,2,3,0,1,2,0,2,1,1,0,0,2,1,1,0,1,0,1,1,1,0,2,0,0,1,0,0,1,2,0,0,0,0,0,2
379,0,0,0,0,0,0,4,6,2,2,2,2,1,1,1,1,1,0,1,2,2,3,3,3,0,0,1,2,0,2,3,2,5,0,1,1,0,0,0,2,2,0,1,1,1,2,0,2,2,1,1,0,2,2,1,1,0,1,0,0,0,0,2,1,2
380,0,0,0,0,0,0,4,3,2,2,2,2,1,1,1,1,1,0,1,2,2,3,3,4,0,0,1,2,0,2,3,2,5,0,1,1,2,2,2,1,0,2,0,0,0,1,0,0,0,2,0,0,2,0,2,0,1,2,1,2,0,1,1,0,1
381,0,0,0,0,0,4,2,6,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,1,2,0,2,0,5,2,0,1,1,2,0,0,1,2,2,1,0,2,1,0,2,2,2,2,1,1,2,0,1,2,1,0,0,0,2,1,2,2
382,0,1,1,1,4,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,1,0,5,4,1,2,0,2,0,2,1,1,1,1,2,2,2,1,2,1,1,0,0,0,1,2,0,1,2,0,0,0,1,2,2,2,0
383,0,1,1,1,4,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,1,0,5,4,6,2,0,1,0,2,0,2,1,2,0,2,1,2,0,1,2,0,2,1,2,1,1,2,2,1,0,0,2,2,2,2,2
384,0,0,0,0,0,4,2,6,2,2,2,2,1,1,1,1,1,0,1,2,2,4,3,3,0,0,1,2,0,2,0,5,2,0,1,1,0,2,0,2,2,2,1,0,2,0,1,1,1,2,0,1,0,2,0,2,2,1,2,1,1,0,2,2,1
