,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,mean_shift_,optics_,spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,random_model_n1,random_model_n2,random_model_n3,random_model_n4,random_model_n5,random_model_n6,random_model_n7,random_model_n8,random_model_n9,random_model_n10,random_model_n11,random_model_n12,random_model_n13,random_model_n14,random_model_n15,random_model_n16,random_model_n17,random_model_n18,random_model_n19,random_model_n20,random_model_n21,random_model_n22,random_model_n23,random_model_n24,random_model_n25,random_model_n26,random_model_n27,random_model_n28,random_model_n29,random_model_n30,random_model_n31,random_model_n32,random_model_n33,random_model_n34
265,0,1,2,3,3,2,2,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,3,0,0,5,7,0,0,1,2,2,3,1,2,7,-1,1,0,1,1,1,0,1,0,1,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,1,0,0,0,1,1,1,0,1,0
266,0,0,1,1,4,5,0,1,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,1,0,0,1,5,6,5,0,14,1,0,1,1,1,0,1,0,0,1,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,1,1,1,1,0,1,0
267,0,0,1,1,2,0,5,4,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,0,2,1,0,0,0,1,0,4,0,0,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,1,1,0,1,0,1,1,0,0,1,0,1,1,1,0,0,1
268,0,0,1,1,2,0,5,4,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,0,2,1,0,0,0,1,0,6,1,0,1,1,0,1,0,0,1,0,0,0,1,1,1,1,0,1,1,1,0,1,0,1,0,0,0,0,0,1,1,0,1,1
269,0,0,1,1,4,5,0,1,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,1,0,3,1,5,6,5,0,14,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,1,1,1,1,0,1,1,0,1,0
270,0,0,1,1,2,0,5,0,1,2,0,0,0,0,1,1,1,0,0,2,0,4,1,6,6,0,0,2,1,3,2,5,7,0,-1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1,1,1,0,0,1,1,0,0,1,0,0,1,0,0,1,1,1
271,0,0,1,1,4,5,0,1,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,1,0,3,1,5,6,0,0,-1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,1,0,1
272,0,1,2,2,0,3,6,3,-1,-1,-1,3,3,0,1,1,1,0,1,1,1,3,0,1,7,0,0,1,2,2,3,1,2,3,-1,1,1,1,0,0,1,1,1,0,1,1,0,0,1,0,1,0,1,1,1,0,1,0,0,0,1,1,1,0,0,0,1,1,0
273,0,0,1,1,4,5,0,1,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,1,0,0,4,1,2,3,0,15,0,1,0,1,1,1,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,1,1,1,1,1
274,0,1,0,0,2,1,5,0,24,6,0,0,0,0,1,1,1,0,1,0,3,1,1,6,6,0,0,1,2,3,4,4,4,0,2,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0
275,0,0,1,1,4,0,0,4,1,2,0,0,0,0,1,1,1,0,0,2,2,0,3,2,4,0,1,2,1,0,0,0,1,0,-1,0,1,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,0,0,1,1,0
276,0,0,1,1,4,5,0,1,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,1,0,3,1,5,6,0,0,8,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,0,1,1,1,1,1,0
277,0,1,0,0,1,1,1,5,-1,12,1,0,0,0,1,1,1,0,1,0,3,2,4,4,5,0,0,1,2,3,4,4,4,4,29,0,1,1,1,1,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0
278,0,0,1,1,2,0,5,4,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,0,2,3,0,3,3,6,0,-1,1,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,0,0,0,0,1,0,1,0,1,1,1,1,0
279,0,0,1,1,2,0,5,4,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,0,2,1,0,2,5,7,0,-1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,0,0,1,1,1
280,0,1,0,2,0,3,6,3,-1,4,0,0,0,0,1,1,1,0,1,0,3,3,5,3,7,0,0,1,2,2,3,1,2,0,1,1,1,1,1,0,1,0,1,1,1,1,1,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,1,1,1,1
281,0,0,1,1,4,5,0,1,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,1,0,3,1,5,6,5,0,-1,0,1,1,0,1,1,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,1,1,0,1,0
282,0,1,0,2,0,1,6,3,-1,1,0,0,0,0,1,1,1,0,1,0,3,1,5,4,7,0,0,1,2,2,3,1,2,2,1,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1
283,0,0,1,1,2,0,5,0,-1,6,0,0,0,0,1,1,1,0,0,0,0,4,1,6,6,0,0,1,1,3,2,5,6,0,-1,0,1,1,0,0,0,1,0,0,1,0,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0
284,0,0,1,1,2,0,5,4,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,0,2,1,0,0,0,1,0,6,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,1,0
285,0,0,1,1,2,0,5,4,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,0,2,1,0,0,0,1,0,-1,1,0,1,1,0,1,1,0,1,1,1,0,1,1,1,0,1,0,1,1,0,0,1,0,1,0,0,0,1,1,1,0,0,1
286,0,0,1,1,4,5,0,1,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,1,0,3,1,5,6,5,0,-1,1,0,1,0,0,0,1,1,1,1,0,1,1,0,1,1,0,1,0,0,1,0,1,0,0,1,1,0,1,1,0,1,0,0
287,0,0,1,1,2,0,5,4,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,0,2,1,0,0,0,1,0,-1,0,0,1,0,1,0,1,1,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,1,1,1,0,1
288,0,0,1,1,4,5,0,1,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,1,0,3,1,5,6,0,0,-1,1,0,1,0,1,0,0,1,1,0,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,0,0,1,1,1
289,0,0,1,1,4,5,0,1,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,1,0,3,1,5,6,0,0,8,1,0,0,0,0,1,1,0,0,1,0,1,1,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,1,1
290,0,0,1,1,2,0,5,0,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,0,2,1,0,2,5,7,0,-1,0,1,0,1,0,1,1,0,1,0,1,1,1,0,1,1,1,1,0,1,0,0,0,0,1,0,1,1,0,1,1,1,0,1
291,0,0,1,1,2,0,5,0,1,2,0,0,0,0,1,1,1,0,0,2,0,4,1,6,6,0,0,2,1,3,2,5,7,0,19,1,1,1,1,0,1,0,0,1,1,0,0,0,1,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0
292,0,0,1,1,2,0,5,4,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,0,2,1,0,0,0,1,0,6,1,0,0,1,0,0,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,0,1
293,0,0,1,1,4,5,0,1,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,1,2,3,1,5,6,0,0,-1,0,0,1,0,0,0,0,1,1,0,1,1,1,1,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,1
294,0,0,1,1,2,0,5,4,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,0,2,1,0,0,0,1,0,-1,1,1,0,1,0,0,0,1,0,1,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1
295,0,0,1,1,2,0,5,4,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,0,2,1,0,2,5,7,0,-1,0,0,0,1,1,1,1,0,0,1,1,1,0,0,1,0,1,1,1,0,1,1,0,1,0,1,0,1,0,1,1,0,1,1
296,0,0,1,1,4,5,0,1,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,1,0,3,1,5,6,0,0,-1,1,1,0,0,1,1,0,1,0,0,1,0,1,1,1,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,0,0,0,1
297,0,0,1,1,4,5,0,1,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,1,0,3,1,5,3,5,0,-1,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,0
298,0,0,1,1,2,0,5,4,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,0,2,1,0,2,3,6,0,-1,1,1,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,1,0,0,1,1,1,1,1,1,0,1
299,0,0,1,1,4,5,0,1,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,1,0,3,1,5,6,0,0,-1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,1,1,0
300,0,1,2,2,0,3,6,3,-1,19,6,0,0,0,1,1,1,0,1,1,1,3,0,1,3,0,0,1,2,2,3,1,2,3,-1,0,1,1,0,1,1,1,0,0,1,0,0,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,0,1,0
301,0,0,1,1,4,0,0,4,1,2,0,0,0,0,1,1,1,0,0,2,2,0,3,2,4,0,1,2,3,0,0,0,1,0,-1,1,1,1,0,1,1,1,0,1,0,1,0,1,0,1,1,1,1,1,0,1,1,1,1,0,1,0,0,1,1,1,0,1,0
302,0,1,0,0,1,1,1,5,13,13,0,0,0,0,1,1,1,0,1,0,3,1,5,4,5,0,0,1,2,3,4,4,4,2,26,0,1,0,1,1,1,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,1
303,0,0,1,1,4,5,0,1,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,1,0,3,1,5,6,0,0,13,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,1,1,0,1,1
304,0,0,1,1,4,5,0,1,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,1,0,3,1,5,6,5,0,-1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,1,1,0,1,0,1,0,0,0,0,1,1,1,1,1,0,0,1,1
305,0,0,1,1,4,5,0,4,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,1,2,3,1,5,6,0,0,-1,1,0,0,1,0,0,1,0,0,1,1,0,0,1,1,0,1,1,0,0,1,1,0,0,0,1,1,0,1,1,1,0,0,1
306,0,0,1,1,2,0,5,4,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,0,2,1,0,0,0,1,0,-1,1,0,1,0,0,1,1,0,1,1,1,1,0,1,1,0,1,0,0,1,0,0,1,1,1,1,1,0,1,1,0,1,1,1
307,0,0,1,1,4,5,0,1,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,1,0,0,4,1,2,3,0,-1,1,0,0,0,1,1,1,0,1,1,0,0,1,1,1,1,0,0,1,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0
308,0,0,1,1,2,0,5,4,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,0,2,1,0,0,3,6,0,5,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,1,0,1,1,1,1,0,1,0,0,1,1,1,0
309,0,0,1,1,4,0,0,4,1,2,0,0,0,0,1,1,1,0,0,2,0,0,3,2,4,0,0,2,3,0,0,3,6,0,-1,1,1,1,0,1,0,1,0,0,1,0,0,1,1,1,1,0,0,1,1,1,1,1,0,1,1,0,0,0,1,0,0,1,1
310,0,0,1,1,4,5,0,4,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,1,2,3,1,5,6,0,0,-1,1,1,0,1,0,0,0,1,0,0,1,1,1,1,1,0,0,1,1,1,0,0,1,0,0,1,1,1,1,1,0,0,0,1
311,0,0,1,1,2,0,5,4,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,0,2,1,0,2,3,6,0,3,1,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,1,1,1,0,0,1
312,0,0,1,1,4,0,0,4,1,2,0,0,0,0,1,1,1,0,0,2,2,0,3,2,4,0,1,2,3,0,0,3,6,0,18,1,1,0,0,0,1,1,1,0,1,1,0,0,1,0,0,1,0,1,0,0,1,1,1,0,0,0,1,0,1,0,1,0,1
313,0,0,1,1,4,5,0,1,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,1,0,3,1,5,6,0,0,-1,0,1,0,0,0,1,1,0,1,1,1,1,1,1,0,0,1,0,0,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1
314,0,0,1,1,4,5,0,1,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,1,0,0,4,1,2,3,0,-1,1,1,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,0
315,0,0,1,1,2,0,5,4,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,0,2,1,0,0,0,1,0,-1,0,0,1,1,1,1,0,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0
316,0,0,1,1,2,0,0,4,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,0,2,1,0,0,0,1,0,-1,0,0,1,0,1,1,1,0,1,0,1,1,0,0,0,0,1,0,1,1,1,0,1,1,0,1,1,1,1,0,0,1,1,1
317,0,1,0,2,0,3,6,3,-1,4,0,0,0,0,1,1,1,0,1,0,3,3,5,3,7,0,0,1,2,2,3,1,2,0,1,0,0,0,1,1,0,0,1,1,0,1,0,1,1,1,1,0,0,1,0,1,1,0,1,0,0,1,1,1,1,1,0,1,0
318,0,0,1,1,4,5,0,1,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,1,0,0,4,1,2,3,0,-1,0,0,0,1,1,0,1,1,0,0,1,0,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1
319,0,0,1,1,2,0,5,4,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,0,2,1,0,0,0,1,0,-1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,1,1,1,0,1,0
320,0,0,1,1,4,5,0,1,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,1,0,0,4,5,2,5,0,14,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,1,1,1,0,0,1,0,1,0,0,0,1,0
321,0,1,0,0,1,1,1,5,11,6,0,0,0,0,1,1,1,0,1,0,3,1,5,4,5,0,0,1,2,3,4,4,4,2,27,0,1,0,1,0,0,1,1,0,0,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,0,0,1,1,0,0,1
322,0,0,1,1,2,0,5,4,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,0,2,1,0,0,0,1,0,-1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0
323,0,1,0,2,0,3,6,3,-1,-1,-1,0,0,0,1,1,1,0,1,0,3,3,5,3,7,0,0,1,2,2,3,1,2,3,-1,1,1,1,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,1,0,1,1,1
324,0,0,1,1,4,5,0,1,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,1,0,3,1,5,3,5,0,-1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,1,0,0,1,1,1,0,0,1,0,1,1,0,1,0
325,0,0,1,1,2,0,0,4,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,0,2,1,0,0,0,1,0,-1,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1
326,0,0,1,1,2,0,5,4,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,0,2,1,0,2,5,6,0,-1,1,0,0,1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,1,1,1
327,0,0,1,1,4,5,0,4,1,2,0,0,0,0,1,1,1,0,0,2,2,0,3,2,4,0,1,2,3,1,5,6,0,0,7,1,0,1,1,1,0,0,1,0,0,1,0,1,1,1,0,1,0,0,1,0,0,0,0,1,1,0,1,0,1,1,1,1,0
328,0,0,1,1,2,0,5,0,25,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,6,0,0,1,2,2,3,3,6,0,-1,1,0,0,1,0,1,0,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,1,0,0,1,1,1,0,1,0,0,0,1
329,0,0,0,0,2,0,5,0,18,2,0,0,0,0,1,1,1,0,0,0,0,4,1,6,6,0,0,1,1,3,2,5,7,0,23,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,1,0,0,1,0,1,0,0,1,1,1
330,0,0,1,1,2,0,5,0,-1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,6,0,0,1,2,0,3,3,6,0,-1,0,0,1,0,1,1,1,1,1,0,1,1,0,1,0,1,1,0,0,1,1,1,1,0,0,1,1,0,0,1,1,0,1,0
331,0,0,1,1,4,0,0,4,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,1,2,3,0,0,3,6,0,18,1,1,0,1,0,1,0,0,0,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0
332,0,0,1,1,4,5,0,1,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,1,0,3,1,5,6,0,0,8,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1,0,1,0,0,0,0,1,1,1,0
333,0,0,1,1,4,5,0,1,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,1,0,3,1,5,3,5,0,-1,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,1,1,0,1,1,1
334,0,0,1,1,4,5,0,4,1,2,0,0,0,0,1,1,1,0,0,2,2,0,3,2,4,0,1,2,3,1,0,0,1,0,-1,1,1,0,1,0,1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,0,0,1,0,1,1,0,0,1,0,1,1,1,0
335,0,1,1,2,0,3,3,2,7,7,0,0,0,0,1,1,1,0,1,0,0,3,5,3,7,0,0,1,2,2,3,1,2,0,-1,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,1,1,0,1,1,1,1,1,0,0,0,1,0,1,0,1,1,0,0
336,0,0,1,1,2,0,5,4,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,0,2,1,0,0,0,1,0,-1,0,1,0,1,0,1,1,0,0,1,0,1,0,1,1,1,0,1,0,1,0,1,1,0,0,1,1,0,1,0,1,1,0,0
337,0,1,2,2,0,3,6,3,-1,-1,6,0,0,0,1,1,1,0,1,1,1,3,0,1,3,0,0,1,2,2,3,1,2,1,-1,0,1,0,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,1,1
338,0,0,1,1,4,5,0,1,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,1,0,0,4,1,2,3,0,-1,1,1,0,0,1,1,1,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0
339,0,1,2,2,0,2,6,3,-1,-1,7,5,6,5,4,3,1,0,1,1,1,2,0,1,1,0,0,1,2,2,3,1,2,3,-1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1
340,0,0,1,1,2,0,5,4,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,0,2,3,0,3,3,6,0,-1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1,0,0,0,0,1,1,0,1,0,1,1
341,0,0,1,1,4,5,0,1,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,1,0,0,4,1,2,3,0,16,0,0,0,1,0,0,1,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,0,1,0,0,1,0,0,0,1,1,0,1
342,0,0,1,1,4,5,0,1,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,1,0,3,1,5,6,0,0,-1,0,0,0,1,1,1,1,1,0,1,1,1,0,1,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,1
343,0,1,0,0,1,1,1,5,-1,6,0,0,0,0,1,1,1,0,1,0,3,1,5,4,5,0,0,1,2,3,4,4,4,2,27,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,1,1,0,1,1,1,1,0,0,1,1,1,0,0,0,0,1,0,1
344,0,0,1,1,4,5,0,1,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,1,0,3,1,5,6,5,0,-1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,1,1,1,0,0,1,1,0,1,1
345,0,0,1,1,4,5,0,1,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,1,0,3,1,5,6,0,0,13,1,0,1,1,0,0,1,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,1,1,1,0,0,1,0,0,1,1,1,0
346,0,0,1,1,4,5,0,1,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,1,0,3,1,5,6,5,0,-1,1,1,0,1,0,0,0,0,1,0,1,1,1,0,1,0,1,0,0,0,0,1,0,1,0,1,1,1,1,1,0,1,1,0
347,0,0,1,1,2,0,5,4,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,0,2,1,0,2,3,6,0,-1,0,1,0,1,0,1,0,0,1,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,1,1,0,1,1,0,0,1,1
348,0,0,1,1,4,5,0,1,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,1,0,3,1,5,6,0,0,-1,1,0,0,0,0,0,1,0,1,1,0,1,1,1,0,0,0,0,1,0,0,1,1,1,0,1,0,0,1,1,0,0,0,1
349,0,0,1,1,4,5,0,4,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,2,2,0,1,2,3,1,5,6,0,0,-1,0,1,0,1,1,1,0,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1
350,0,0,1,1,4,5,0,1,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,1,0,3,1,5,3,5,0,-1,1,0,1,1,0,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1
351,0,0,1,1,2,0,5,0,16,2,0,0,0,0,1,1,1,0,0,2,0,4,1,6,6,0,0,2,1,3,2,5,7,0,-1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1
352,0,1,2,2,0,2,6,3,-1,-1,-1,-1,-1,-1,-1,-1,1,0,1,1,1,2,0,1,1,0,0,1,2,2,3,1,2,3,-1,1,1,1,0,1,0,1,0,1,1,1,1,0,0,1,0,1,1,0,1,1,1,1,0,1,1,1,1,0,1,0,1,0,0
353,0,0,1,1,2,3,3,2,4,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,0,1,2,2,3,3,6,0,-1,0,1,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,1,1,1
354,0,0,1,1,4,5,0,1,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,1,0,3,1,5,6,0,0,-1,1,0,0,1,0,1,0,0,0,0,0,1,1,1,0,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0,1,1,1,0
355,0,0,1,1,2,0,5,4,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,0,2,1,0,0,0,1,0,-1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,1,1,0,0,1,1,0,1,1,1,0,1
