,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,mean_shift_,optics_min_samples_7_xi_0_1_min_cluster_size_0_1,spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,random_model_n1,random_model_n2,random_model_n3,random_model_n4,random_model_n5,random_model_n6,random_model_n7,random_model_n8,random_model_n9,random_model_n10,random_model_n11,random_model_n12,random_model_n13,random_model_n14,random_model_n15,random_model_n16,random_model_n17,random_model_n18,random_model_n19
344,0,1,0,3,2,3,1,5,14,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,1,0,0,0,1,3,4,2,4,0,1,0,1,0,0,1,1,0,0,0,1,0,1,1,0,1,0,1,1,0
345,0,0,1,1,4,1,0,7,0,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,1,1,2,0,5,3,5,1,0,0,0,0,0,1,1,0,1,1,1,1,1,0,1,0,1,0,0,0
346,0,1,0,3,2,3,1,5,13,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,0,0,0,0,1,1,0,6,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,1,0,1
347,0,1,0,3,2,3,1,5,11,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,1,0,0,0,1,3,4,2,4,0,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1
348,0,0,2,2,0,2,4,4,2,1,1,1,1,0,0,0,0,0,1,0,0,3,0,5,4,0,0,2,3,2,1,4,2,1,1,1,0,1,0,1,1,1,0,0,1,1,0,1,0,1,1,0,1,1
349,0,0,2,2,1,5,2,3,1,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,1,1,0,4,2,1,6,1,0,0,0,0,0,1,1,0,1,0,0,1,1,1,1,1,1,1,1,0
350,0,1,0,3,2,3,1,5,-1,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,1,0,0,0,1,3,4,2,4,0,1,1,1,0,1,1,1,0,0,1,1,1,1,0,0,0,1,1,1,0
351,0,1,0,3,0,4,5,2,6,0,0,0,0,0,0,0,0,0,0,2,2,4,4,3,7,0,1,1,2,0,3,5,3,0,0,1,1,1,0,1,0,1,0,0,1,0,1,0,1,1,1,0,1,1
352,0,0,1,2,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,2,3,0,3,1,5,0,1,1,0,4,5,3,6,1,0,1,0,0,0,0,0,1,1,1,0,1,0,0,1,1,1,0,1,0
353,0,1,0,0,3,0,6,0,3,1,1,1,1,0,0,0,0,0,0,1,1,2,2,6,6,0,0,0,1,1,0,6,0,0,1,0,0,0,1,0,1,0,1,1,0,1,1,1,1,0,0,0,0,0
354,0,1,0,3,2,3,1,5,13,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,0,0,0,0,1,1,0,6,0,0,1,0,1,1,0,1,0,0,1,1,1,1,0,0,0,0,1,1,0,1
355,0,0,1,1,4,1,0,1,10,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,1,1,0,4,5,3,6,1,0,0,1,1,0,0,1,0,0,1,1,1,0,1,0,1,1,0,1,1
356,0,1,2,0,0,2,4,4,2,1,1,1,1,0,0,0,0,0,0,0,0,3,0,5,2,0,0,2,3,2,1,4,2,0,1,1,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,1,1,1
357,0,0,1,1,4,1,0,7,0,0,0,0,0,0,0,0,0,0,1,2,2,1,3,4,5,0,1,1,2,0,5,3,5,1,0,1,1,1,1,1,0,1,1,0,0,0,1,0,1,1,0,1,0,1
358,0,0,2,2,0,2,4,4,16,1,1,1,1,0,0,0,0,0,1,0,0,3,0,5,4,0,0,2,3,2,1,4,2,1,1,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0
359,0,0,2,2,1,5,2,3,1,0,0,0,0,0,0,0,0,0,1,2,3,0,5,0,3,0,1,1,0,4,2,1,6,1,0,1,1,0,1,0,1,1,0,0,1,1,1,1,0,0,1,1,1,1
360,0,1,1,3,0,4,5,2,6,0,0,0,0,0,0,0,0,0,1,2,2,4,4,3,7,0,1,1,2,0,3,5,3,1,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
361,0,0,1,1,4,1,0,1,1,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,1,1,0,4,5,3,6,1,0,1,0,1,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1
362,0,1,0,0,3,0,3,6,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,0,2,3,1,0,0,7,0,1,1,0,1,0,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
363,0,1,0,3,2,3,1,5,14,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,1,0,0,0,1,3,4,2,4,0,1,1,0,0,1,1,0,1,1,0,1,0,1,1,1,1,0,1,1,0
364,0,0,1,1,4,1,0,7,0,0,0,0,0,0,0,0,0,0,1,2,2,1,3,1,5,0,1,1,2,0,5,3,5,1,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
365,0,1,0,0,3,0,6,0,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,0,2,3,1,0,0,7,0,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0
366,0,1,1,3,0,4,5,2,6,0,0,0,0,0,0,0,0,0,1,2,2,4,4,3,7,0,1,1,2,0,3,5,3,1,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0
367,0,0,1,1,4,1,0,7,0,0,0,0,0,0,0,0,0,0,1,2,2,1,3,4,5,0,1,1,2,0,5,3,5,1,0,1,1,1,1,0,0,1,0,1,1,1,1,0,1,1,0,1,0,1
368,0,1,2,0,0,2,4,4,2,1,1,1,1,0,0,0,0,0,0,0,0,3,0,5,2,0,0,2,3,2,1,0,2,0,1,1,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,1,1,0
369,0,0,1,1,4,1,0,1,1,0,0,0,0,0,0,0,0,0,1,2,3,0,3,1,5,0,1,1,0,4,5,3,6,1,0,1,0,1,1,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0
370,0,1,0,0,3,0,6,6,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,0,2,3,1,0,0,7,0,1,1,0,0,1,1,0,1,0,1,0,1,1,1,0,1,0,1,1,1
371,0,1,0,0,3,0,3,6,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,0,2,3,1,0,0,7,0,1,0,0,1,0,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1
372,0,0,2,2,1,5,2,3,15,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,1,1,0,4,2,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0
373,0,0,1,1,4,1,0,1,9,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,1,1,2,0,5,3,5,1,0,0,0,1,1,1,1,0,0,1,0,0,0,1,0,1,1,1,0,1
374,0,0,1,1,4,1,0,1,10,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,1,1,0,4,5,3,6,1,0,0,1,1,0,0,0,0,1,1,0,1,1,1,0,0,1,1,1,0
375,0,1,0,0,3,0,6,0,3,1,1,1,1,0,0,0,0,0,0,1,1,2,2,6,0,0,0,0,1,1,0,6,0,0,1,1,0,1,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0
376,0,0,2,2,1,5,2,3,1,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,1,1,0,4,2,1,1,1,0,0,1,1,0,1,1,0,1,0,0,0,1,1,1,1,1,1,0,0
377,0,1,0,3,0,0,6,2,12,0,0,0,0,0,0,0,0,0,0,1,0,4,4,3,7,0,1,1,2,0,3,5,3,0,0,1,1,1,1,0,0,1,0,1,1,1,1,0,1,1,1,0,1,1
378,0,0,1,1,4,1,0,1,9,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,1,1,2,0,5,3,5,1,0,1,0,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1
379,0,1,1,3,0,4,5,2,6,0,0,0,0,0,0,0,0,0,1,2,2,4,4,3,7,0,1,1,2,0,3,5,3,1,0,1,1,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,1
380,0,1,0,3,2,3,1,5,14,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,1,0,0,0,1,3,4,2,4,0,1,0,0,1,1,1,1,1,1,1,0,1,0,1,0,1,1,0,0,1
381,0,1,0,0,3,0,3,6,2,1,1,1,1,0,0,0,0,0,0,0,0,3,0,6,2,0,0,2,3,1,0,0,7,0,1,1,0,0,0,1,1,0,1,0,0,0,1,1,0,1,1,1,0,1
382,0,1,0,3,0,4,5,2,4,0,0,0,0,0,0,0,0,0,0,1,2,4,4,3,7,0,1,1,2,0,3,5,3,0,0,0,0,0,0,1,1,0,1,0,1,1,1,0,1,0,1,1,0,1
383,0,1,0,3,2,3,1,5,11,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,1,0,0,0,1,3,4,2,4,0,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,1,1,0,1
384,0,1,0,0,3,0,3,6,2,1,1,1,1,0,0,0,0,0,0,0,0,3,0,6,2,0,0,2,3,1,0,0,7,0,1,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,1
385,0,0,2,2,0,2,4,4,5,1,1,1,1,0,0,0,0,0,1,0,2,3,0,5,4,0,0,2,3,2,1,4,2,1,1,0,0,1,0,1,0,1,0,1,1,0,1,0,1,1,0,1,1,0
386,0,1,0,0,3,0,3,6,2,1,1,1,1,0,0,0,0,0,0,1,0,3,2,6,2,0,0,2,3,1,0,0,7,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,1,0
387,0,0,1,1,4,4,5,7,6,0,0,0,0,0,0,0,0,0,1,2,2,1,4,4,7,0,1,1,2,0,3,5,5,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1
388,0,0,2,2,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,2,3,0,3,1,5,0,1,1,0,4,5,3,6,1,0,0,0,1,1,0,1,0,0,1,1,1,1,1,1,0,0,0,1,1
389,0,1,2,2,0,2,4,4,2,1,1,1,1,0,0,0,0,0,0,0,0,3,0,5,4,0,0,2,3,2,1,4,2,0,1,1,0,0,0,1,1,1,0,1,1,0,1,0,0,1,0,1,1,1
390,0,0,2,2,1,5,2,1,1,0,0,0,0,0,0,0,0,0,1,2,3,0,5,0,3,0,1,1,0,4,2,1,6,1,0,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1,0,1,1,1
391,0,0,1,1,4,1,0,1,1,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,1,1,0,4,5,3,6,1,0,0,0,1,1,0,1,0,1,1,0,1,0,1,1,1,0,1,0,0
392,0,0,2,2,1,5,2,3,1,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,1,1,0,4,2,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1,1,0,1,1,1,1
393,0,0,2,2,1,5,2,3,1,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,1,1,0,4,2,1,6,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1
394,0,1,0,3,0,4,5,2,4,0,0,0,0,0,0,0,0,0,0,1,2,4,4,3,7,0,1,1,2,0,3,5,3,0,0,1,0,1,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0
395,0,0,1,1,4,1,0,1,1,0,0,0,0,0,0,0,0,0,1,2,3,0,3,1,5,0,1,1,0,4,5,3,6,1,0,0,1,0,1,0,0,0,1,1,1,0,1,1,1,1,0,0,1,0
396,0,1,0,0,3,0,6,0,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,0,2,3,1,0,0,7,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0
397,0,0,1,1,0,4,5,7,6,0,0,0,0,0,0,0,0,0,1,2,2,1,4,4,7,0,1,1,2,0,3,5,5,1,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,1,1,0,1,0
398,0,1,2,0,0,2,4,4,2,1,1,1,1,0,0,0,0,0,0,0,0,3,0,5,2,0,0,2,3,2,1,4,2,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1,1
399,0,0,1,1,4,4,5,7,0,0,0,0,0,0,0,0,0,0,1,2,2,1,4,4,7,0,1,1,2,0,5,3,5,1,0,1,1,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0
400,0,1,0,0,3,0,3,6,2,1,1,1,1,0,0,0,0,0,0,1,0,3,2,6,2,0,0,2,3,1,0,0,7,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1
401,0,0,2,2,1,5,2,1,1,0,0,0,0,0,0,0,0,0,1,2,3,0,5,0,3,0,1,1,0,4,2,1,6,1,0,1,0,0,0,0,0,1,1,0,0,1,1,1,1,1,0,1,1,0
402,0,0,1,1,4,1,0,7,0,0,0,0,0,0,0,0,0,0,1,2,2,1,4,4,7,0,1,1,2,0,5,3,5,1,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,1,0,1,1,1
403,0,0,2,2,1,5,2,1,1,0,0,0,0,0,0,0,0,0,1,2,3,0,5,0,3,0,1,1,0,4,2,1,6,1,0,1,0,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0
404,0,1,0,3,2,3,1,5,14,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,1,0,0,0,1,3,4,2,4,0,1,1,0,1,0,0,1,0,1,0,1,1,1,0,1,1,0,1,0,0
405,0,1,0,0,3,0,6,0,3,1,1,1,1,0,0,0,0,0,0,1,1,2,2,6,6,0,0,0,1,1,0,6,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,1,1
406,0,0,2,2,1,5,2,3,15,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,1,1,0,4,2,1,1,1,0,0,1,0,0,1,0,1,1,0,1,0,1,0,0,0,1,0,1,1
407,0,0,1,1,4,1,0,7,0,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,1,1,2,0,5,3,5,1,0,1,0,1,0,1,0,0,1,1,1,1,0,1,1,0,1,0,1,0
408,0,1,0,3,2,3,1,5,8,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,1,0,0,0,1,3,4,2,4,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,1,1,0
409,0,1,2,2,0,2,4,4,2,1,1,1,1,0,0,0,0,0,0,0,0,3,0,5,4,0,0,2,3,2,1,4,2,0,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,1,0,1,0
410,0,1,0,3,2,3,1,5,11,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,1,0,0,0,1,3,4,2,4,0,1,1,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,1,1,0
411,0,0,1,1,4,1,0,7,0,0,0,0,0,0,0,0,0,0,1,2,2,1,3,4,5,0,1,1,2,0,5,3,5,1,0,0,1,1,1,1,1,1,1,0,0,0,1,1,0,0,1,0,1,0
412,0,1,0,0,3,0,6,0,3,1,1,1,1,0,0,0,0,0,0,1,1,2,2,6,6,0,0,0,1,1,0,6,0,0,1,0,0,1,1,0,0,1,0,1,1,0,1,0,1,1,0,1,0,0
413,0,0,2,2,1,5,2,3,1,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,1,1,0,4,2,1,1,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1,0,0
414,0,1,0,0,3,0,6,0,3,1,1,1,1,0,0,0,0,0,0,1,1,2,2,6,0,0,0,0,1,1,0,6,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,1,0,0,1,1,1
415,0,1,0,3,2,3,1,5,14,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,1,0,0,0,1,3,4,2,4,0,1,1,1,0,1,0,1,0,1,1,0,0,1,1,1,1,0,1,0,0
416,0,1,0,3,0,4,5,2,4,0,0,0,0,0,0,0,0,0,0,1,2,4,4,3,7,0,1,1,2,0,3,5,3,0,0,0,0,1,1,1,1,0,0,1,0,1,1,1,1,0,1,1,0,1
417,0,0,1,1,0,4,5,7,6,0,0,0,0,0,0,0,0,0,1,2,2,1,4,4,7,0,1,1,2,0,3,5,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1
418,0,0,2,2,1,5,2,3,15,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,1,1,0,4,2,1,1,1,0,0,1,1,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0
419,0,1,0,0,3,0,6,6,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,0,2,3,1,0,0,7,0,1,0,0,0,1,1,1,1,1,0,1,1,1,0,1,0,1,0,0,1
420,0,1,0,3,2,3,6,0,7,1,1,1,1,0,0,0,0,0,0,1,1,2,1,2,0,0,0,0,1,1,0,6,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0
421,0,1,0,3,2,3,1,0,7,1,1,1,1,0,0,0,0,0,0,1,1,2,1,2,0,0,0,0,1,1,0,6,0,0,1,1,0,1,0,0,1,1,1,1,1,0,1,0,0,0,1,1,1,0
422,0,0,1,1,4,1,0,7,0,0,0,0,0,0,0,0,0,0,1,2,2,1,3,1,5,0,1,1,2,0,5,3,5,1,0,1,1,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1
423,0,0,2,2,0,2,4,4,5,1,1,1,1,0,0,0,0,0,1,0,2,3,0,5,4,0,0,2,3,2,1,4,2,1,1,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1
424,0,1,0,0,3,0,6,6,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,0,2,3,1,0,0,7,0,1,0,1,0,1,1,0,1,0,1,1,1,1,1,0,0,1,0,1,1
425,0,0,2,2,0,2,4,4,5,1,1,1,1,0,0,0,0,0,1,0,2,3,0,5,4,0,0,2,3,2,1,4,2,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1
426,0,1,0,3,2,3,6,0,7,1,1,1,1,0,0,0,0,0,0,1,1,2,1,2,0,0,0,0,1,1,0,6,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,1,1,1,0,1,1,1
427,0,1,0,3,2,3,6,0,7,1,1,1,1,0,0,0,0,0,0,1,1,2,1,2,0,0,0,0,1,1,0,6,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1,0,1,1,1
428,0,0,1,1,0,4,5,2,6,0,0,0,0,0,0,0,0,0,1,2,2,4,4,3,7,0,1,1,2,0,3,5,3,1,0,0,0,1,0,0,1,1,1,1,1,0,0,1,1,1,0,1,0,1
429,0,1,0,3,2,3,1,5,11,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,1,0,0,0,1,3,4,2,4,0,1,0,1,1,1,0,1,1,0,1,0,0,1,1,1,0,0,0,1,1
430,0,1,0,3,0,4,5,2,4,0,0,0,0,0,0,0,0,0,0,1,2,4,4,3,7,0,1,1,2,0,3,5,3,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,1,1,0,1,0,0
431,0,0,1,1,4,1,0,7,0,0,0,0,0,0,0,0,0,0,1,2,2,1,3,4,5,0,1,1,2,0,5,3,5,1,0,0,1,1,0,0,0,1,0,1,0,1,1,0,1,0,0,0,1,0
432,0,0,1,1,4,1,0,7,0,0,0,0,0,0,0,0,0,0,1,2,2,1,3,4,5,0,1,1,2,0,5,3,5,1,0,1,0,1,1,1,1,1,0,0,1,1,1,0,0,1,1,1,1,0
433,0,1,0,0,3,0,6,0,3,1,1,1,1,0,0,0,0,0,0,1,1,2,2,6,6,0,0,0,1,1,0,6,0,0,1,1,1,1,0,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0
434,0,1,0,0,3,2,3,6,2,1,1,1,1,0,0,0,0,0,0,0,0,3,0,5,2,0,0,2,3,2,1,0,7,0,1,0,1,1,0,0,0,1,1,1,1,0,1,0,0,0,1,1,1,1
435,0,0,1,1,4,1,0,1,10,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,1,1,0,4,5,3,6,1,0,1,0,1,1,0,1,1,0,0,1,1,1,0,0,0,1,1,0,1
436,0,1,0,0,3,0,3,6,-1,1,1,1,1,0,0,0,0,0,0,0,0,3,2,6,2,0,0,2,3,1,0,0,7,0,1,0,1,0,1,0,1,0,1,0,1,1,1,1,0,0,1,1,1,0
437,0,1,0,3,3,0,6,2,12,0,0,0,0,0,0,0,0,0,0,1,0,4,2,3,2,0,1,1,2,0,3,5,3,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,0
438,0,0,2,2,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,2,3,0,3,1,5,0,1,1,0,4,5,3,6,1,0,0,0,1,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1
439,0,0,1,1,4,4,5,7,0,0,0,0,0,0,0,0,0,0,1,2,2,1,4,4,7,0,1,1,2,0,5,3,5,1,0,0,0,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1
440,0,1,0,0,0,2,4,4,2,1,1,1,1,0,0,0,0,0,0,0,0,3,0,5,2,0,0,2,3,2,1,4,2,0,1,1,1,1,1,1,0,1,1,0,1,0,0,1,1,0,0,0,0,1
441,0,1,0,3,0,4,5,2,4,0,0,0,0,0,0,0,0,0,0,2,2,4,4,3,7,0,1,1,2,0,3,5,3,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
442,0,0,2,2,0,2,4,4,2,1,1,1,1,0,0,0,0,0,1,0,0,3,0,5,4,0,0,2,3,2,1,4,2,1,1,1,1,1,1,1,0,1,0,1,0,1,1,0,1,0,0,1,1,0
443,0,0,1,1,0,4,5,7,6,0,0,0,0,0,0,0,0,0,1,2,2,1,4,4,7,0,1,1,2,0,3,5,5,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0
444,0,0,1,1,4,4,5,7,0,0,0,0,0,0,0,0,0,0,1,2,2,1,4,4,7,0,1,1,2,0,5,3,5,1,0,0,1,1,0,0,1,0,1,0,1,1,1,1,1,0,0,0,1,1
445,0,1,0,0,3,0,3,6,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,0,2,3,1,0,0,7,0,1,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0
446,0,0,1,1,4,1,0,1,1,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,1,1,0,4,5,3,6,1,0,1,1,1,1,1,1,0,1,0,1,0,0,1,0,1,1,0,1,1
447,0,0,2,2,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,2,3,0,3,1,5,0,1,1,0,4,5,3,6,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
448,0,0,1,1,0,4,5,2,6,0,0,0,0,0,0,0,0,0,1,2,2,1,4,3,7,0,1,1,2,0,3,5,3,1,0,0,1,0,0,0,1,1,1,1,0,0,1,0,1,0,1,1,0,0
449,0,1,0,0,3,2,3,6,2,1,1,1,1,0,0,0,0,0,0,0,0,3,0,5,2,0,0,2,3,2,1,0,7,0,1,1,1,1,0,0,1,0,1,0,1,1,1,0,1,0,1,1,0,0
450,0,1,0,0,3,2,3,6,2,1,1,1,1,0,0,0,0,0,0,0,0,3,0,5,2,0,0,2,3,2,1,0,7,0,1,0,0,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0
451,0,1,0,3,2,3,1,5,-1,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,1,0,0,0,1,3,4,2,4,0,1,0,0,0,0,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1
452,0,0,2,2,1,5,2,3,1,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,1,1,0,4,2,1,6,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1
453,0,0,2,2,0,2,4,4,5,1,1,1,1,0,0,0,0,0,1,0,2,3,0,5,4,0,0,2,3,2,1,4,2,1,1,1,1,0,1,1,0,0,1,1,1,1,0,1,0,0,0,1,1,1
454,0,1,0,3,0,4,5,2,4,0,0,0,0,0,0,0,0,0,1,2,2,4,4,3,7,0,1,1,2,0,3,5,3,0,0,1,1,0,0,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1
455,0,1,0,3,2,3,1,5,8,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,1,0,0,0,1,3,4,2,4,0,1,1,1,0,1,1,1,0,1,0,0,1,1,0,1,0,0,1,1,1
456,0,1,0,0,3,0,6,0,3,1,1,1,1,0,0,0,0,0,0,1,1,2,2,6,0,0,0,0,1,1,0,6,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,1,1,0,1,1,0,1
457,0,1,0,0,3,0,6,0,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,0,2,3,1,0,0,7,0,1,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,1,0,0,0
458,0,1,0,0,3,0,6,6,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,0,2,3,1,0,0,7,0,1,0,0,1,1,0,0,1,1,0,0,1,1,1,0,1,0,0,1,1
459,0,0,2,2,1,5,2,3,1,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,1,1,0,4,2,1,1,1,0,0,1,0,0,1,1,1,0,0,1,1,1,0,1,1,0,1,1,0
460,0,0,1,1,4,1,0,1,1,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,1,1,0,4,5,3,6,1,0,1,0,1,1,1,0,1,0,1,0,1,1,0,0,1,1,0,0,0
461,0,1,0,0,3,0,3,6,-1,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,2,0,0,2,3,1,0,0,7,0,1,0,1,0,1,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0
