,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,mean_shift_,optics_,spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,random_model_n1,random_model_n2,random_model_n3,random_model_n4,random_model_n5,random_model_n6,random_model_n7,random_model_n8,random_model_n9,random_model_n10,random_model_n11,random_model_n12,random_model_n13,random_model_n14,random_model_n15,random_model_n16,random_model_n17,random_model_n18,random_model_n19,random_model_n20,random_model_n21,random_model_n22
324,0,1,0,1,0,0,0,0,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,1,1,0,2,2,3,0,0,-1,0,0,0,1,1,1,1,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0
325,0,1,0,1,4,3,0,6,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,0,2,3,1,5,5,5,0,-1,0,0,1,1,1,0,1,1,1,0,0,1,1,0,0,1,0,1,0,0,1,1
326,0,1,0,1,4,3,1,6,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,0,2,3,1,0,6,6,0,-1,1,1,1,0,0,1,1,1,0,1,0,1,1,0,0,1,0,1,1,1,1,0
327,0,1,0,1,0,0,0,0,1,2,0,0,0,0,1,1,1,0,0,2,2,0,3,2,4,0,1,2,0,2,2,0,2,0,7,1,1,1,1,0,0,0,0,1,1,1,1,0,1,1,0,1,0,1,0,0,1
328,0,1,0,1,4,3,1,6,25,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,6,0,0,0,1,0,1,3,6,0,-1,1,0,1,1,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1
329,0,1,2,2,4,3,1,6,18,2,0,0,0,0,1,1,1,0,0,0,0,4,1,6,6,0,0,0,3,4,0,6,1,0,23,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1
330,0,1,0,1,4,3,1,6,-1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,6,0,0,0,1,1,1,3,6,0,-1,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,1,1
331,0,1,0,1,0,3,0,6,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,1,2,0,1,5,3,6,0,18,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,1
332,0,1,0,1,0,0,0,0,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,1,1,0,2,2,0,2,0,8,1,1,1,0,0,0,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,1
333,0,1,0,1,0,0,0,0,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,1,1,0,2,2,3,0,0,-1,1,0,1,0,1,0,1,0,1,1,1,1,0,1,0,1,0,1,1,0,0,1
334,0,1,0,1,0,0,0,6,1,2,0,0,0,0,1,1,1,0,0,2,2,0,3,2,4,0,1,2,0,2,5,5,5,0,-1,0,0,1,0,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,1,0,0
335,0,0,0,0,3,2,3,3,7,7,0,0,0,0,1,1,1,0,1,0,0,3,5,3,7,0,0,0,1,0,1,1,7,0,-1,0,0,1,0,0,1,1,1,1,0,0,0,0,1,1,1,0,0,1,0,1,0
336,0,1,0,1,4,3,1,6,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,0,2,3,1,5,5,5,0,-1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1,0,0,1,1
337,0,0,1,0,3,2,4,4,-1,-1,6,0,0,0,1,1,1,0,1,1,1,3,0,1,3,0,0,0,1,0,1,1,7,1,-1,1,0,1,1,1,1,0,1,1,0,1,0,0,0,1,0,0,1,1,1,1,1
338,0,1,0,1,0,0,0,0,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,1,1,2,3,4,4,4,0,-1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
339,0,0,1,0,3,2,4,7,-1,-1,7,5,6,5,4,3,1,0,1,1,1,2,0,1,1,0,0,0,1,0,1,1,7,3,-1,1,0,1,0,0,0,0,1,0,1,1,0,0,1,1,1,0,0,0,0,1,0
340,0,1,0,1,4,3,1,6,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,0,2,0,1,1,3,6,0,-1,0,0,1,0,1,1,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,1
341,0,1,0,1,0,0,0,0,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,1,1,2,3,4,4,4,0,16,1,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0
342,0,1,0,1,0,0,0,0,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,1,1,0,2,2,0,2,0,-1,1,1,0,1,0,1,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0,1
343,0,0,2,2,1,1,6,2,-1,6,0,0,0,0,1,1,1,0,1,0,3,1,5,4,5,0,0,0,1,4,3,2,3,2,27,0,1,1,0,1,1,0,1,0,1,1,0,0,1,0,0,1,1,0,0,1,0
344,0,1,0,1,0,0,0,0,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,1,1,0,2,2,0,0,0,-1,1,1,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0
345,0,1,0,1,0,0,0,0,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,1,1,0,2,2,0,2,0,13,1,0,0,1,0,1,1,0,0,1,1,1,1,1,0,1,0,0,1,1,1,0
346,0,1,0,1,0,0,0,0,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,1,1,0,2,2,0,0,0,-1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0
347,0,1,0,1,4,3,1,6,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,0,2,3,1,0,3,6,0,-1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1
348,0,1,0,1,0,0,0,0,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,1,1,0,2,2,0,2,0,-1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,1,0,1,0,0,0
349,0,1,0,1,0,0,0,0,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,2,2,0,1,2,0,2,2,0,2,0,-1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0
350,0,1,0,1,0,0,0,0,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,1,1,0,2,2,3,0,0,-1,0,1,0,0,1,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,1,1
351,0,1,0,1,4,3,1,6,16,2,0,0,0,0,1,1,1,0,0,2,0,4,1,6,6,0,0,2,3,4,0,6,1,0,-1,0,0,0,1,1,0,0,0,0,1,1,0,1,0,1,1,0,0,1,0,0,0
352,0,0,1,0,3,2,4,7,-1,-1,-1,-1,-1,-1,-1,-1,1,0,1,1,1,2,0,1,1,0,0,0,1,0,1,1,7,3,-1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,0
353,0,1,0,1,4,3,3,6,4,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,0,0,1,0,1,3,6,0,-1,1,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,1,0,1,0,1,0
354,0,1,0,1,0,0,0,0,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,1,1,0,2,2,0,2,0,-1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0
355,0,1,0,1,4,3,1,6,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,0,2,3,1,5,5,5,0,-1,0,1,1,1,0,1,0,1,0,1,1,0,1,1,1,0,0,1,0,1,1,1
356,0,1,0,1,4,3,1,6,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,0,2,3,1,5,5,5,0,6,1,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1
357,0,1,0,1,4,3,1,6,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,0,2,3,1,0,6,1,0,-1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,1,0,1,1
358,0,1,0,1,0,0,0,0,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,1,1,2,3,4,4,4,0,17,1,1,1,1,0,0,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0
359,0,1,0,1,0,0,0,0,-1,-1,-1,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,1,1,2,3,4,4,4,0,-1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1,0,1,1,0,1,0,1
360,0,1,0,1,4,3,0,6,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,1,2,3,1,5,5,5,0,-1,1,1,0,1,1,0,1,1,0,1,1,1,0,0,1,1,1,0,1,1,0,1
361,0,1,0,1,4,3,1,6,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,0,2,3,1,5,5,5,0,-1,0,1,1,0,1,0,1,0,1,0,1,1,0,1,0,0,1,1,0,1,1,0
362,0,1,0,1,4,3,1,6,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,0,2,3,1,5,5,5,0,-1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1
363,0,1,2,2,4,3,1,6,-1,2,0,0,0,0,1,1,1,0,0,0,0,4,1,6,6,0,0,0,3,4,0,6,1,0,23,1,1,1,1,1,0,0,0,1,0,1,0,1,1,1,0,0,1,1,0,1,1
364,0,1,0,1,4,3,1,6,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,0,2,3,1,5,5,5,0,-1,1,0,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0
365,0,0,2,2,1,1,6,3,13,13,0,0,0,0,1,1,1,0,1,0,3,1,5,4,5,0,0,0,1,4,3,2,3,2,26,0,1,1,1,0,0,1,1,1,1,1,0,1,0,1,1,0,1,1,1,0,0
366,0,0,2,2,1,1,6,3,13,13,0,0,0,0,1,1,1,0,1,0,3,1,5,4,5,0,0,0,1,4,3,2,3,2,26,0,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,1,1,1
367,0,1,0,1,0,0,0,0,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,1,1,0,2,2,3,0,0,-1,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1
368,0,0,1,3,2,5,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,1,0,0,1,0,0,0,1,0,1,1,7,8,-1,1,0,0,0,0,1,0,1,0,1,1,1,1,0,1,0,0,0,1,0,0,0
369,0,0,2,0,3,2,4,3,-1,-1,0,0,0,0,1,1,1,0,1,0,3,3,5,4,7,0,0,0,1,0,3,2,3,2,28,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0
370,0,1,0,1,4,3,1,3,25,2,0,0,0,0,1,1,1,0,0,0,0,4,1,6,6,0,0,0,1,0,1,3,6,0,-1,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,0,1,1,0
371,0,1,0,1,4,3,1,6,1,2,0,0,0,0,1,1,1,0,0,2,0,4,1,6,6,0,0,2,3,4,0,6,1,0,-1,0,0,0,1,1,1,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1
372,0,0,2,2,1,1,6,2,-1,-1,-1,-1,-1,-1,-1,-1,1,0,1,0,3,2,4,0,5,0,0,0,1,4,3,2,3,4,-1,0,1,0,0,1,1,0,1,1,1,1,0,1,1,1,0,1,0,1,0,1,1
373,0,0,2,0,3,1,4,3,-1,0,0,0,0,0,1,1,1,0,1,0,3,1,5,4,7,0,0,0,1,4,3,2,3,2,28,1,1,1,0,0,1,1,1,1,1,1,1,0,1,0,1,0,0,0,1,0,0
374,0,1,0,1,4,3,1,6,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,0,2,3,1,0,6,1,0,-1,1,0,0,1,0,1,1,0,0,1,0,0,0,1,1,1,0,0,1,1,1,1
375,0,1,2,2,4,3,1,6,-1,2,0,0,0,0,1,1,1,0,0,0,0,4,1,6,6,0,0,0,3,4,0,6,1,0,23,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,1,0,1,0,1,1,0
376,0,1,0,1,0,0,0,0,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,1,1,0,2,2,0,2,0,-1,0,1,0,0,1,0,1,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0
377,0,1,0,1,4,3,1,6,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,0,2,3,1,5,5,6,0,-1,1,0,1,1,1,1,0,1,1,0,0,1,1,0,1,1,1,1,0,0,1,0
378,0,1,0,1,4,3,1,6,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,0,2,3,1,0,6,1,0,-1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,1,1,1,0,1,0,0,0
379,0,1,0,1,0,0,0,0,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,1,1,2,3,4,4,4,0,-1,0,1,0,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0
380,0,1,0,1,0,0,0,0,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,1,1,0,2,2,0,0,0,9,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,0,1,0
381,0,1,0,1,0,0,0,0,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,1,1,0,2,2,0,0,0,9,1,0,1,1,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0
382,0,1,0,1,4,3,0,6,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,0,2,3,1,5,5,5,0,-1,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1
383,0,1,0,1,0,0,0,0,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,1,1,0,2,2,3,0,0,-1,1,0,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,1,1
384,0,1,0,1,4,3,1,6,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,0,2,3,1,5,5,5,0,-1,0,1,1,1,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1
385,0,1,0,1,4,3,1,6,1,2,0,0,0,0,1,1,1,0,0,2,0,4,1,6,6,0,0,2,3,4,0,6,1,0,19,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,1,1,0,1,0,0,1
386,0,1,0,1,0,3,0,6,1,2,0,0,0,0,1,1,1,0,0,2,2,0,3,2,4,0,1,2,0,1,5,5,5,0,-1,0,0,1,0,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,1,1,0
387,0,1,0,1,4,3,1,6,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,0,2,3,1,5,3,6,0,-1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0
388,0,1,0,1,0,0,0,0,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,1,1,0,2,2,0,2,0,8,0,1,0,1,1,0,1,0,0,1,1,1,1,0,1,1,0,0,1,1,0,1
389,0,0,2,2,1,1,6,2,-1,-1,-1,0,0,0,1,1,1,0,1,0,3,2,4,4,5,0,0,0,1,4,3,2,3,4,29,1,1,1,1,0,0,1,1,1,0,1,1,0,0,0,0,0,1,0,1,0,1
390,0,1,0,1,0,0,0,0,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,1,1,2,3,4,4,4,0,-1,1,0,0,0,0,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,0,1
391,0,1,0,1,0,0,0,0,-1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,1,1,2,3,4,4,4,0,-1,0,0,1,0,1,0,0,1,1,1,0,1,0,0,1,0,1,0,0,1,1,1
392,0,1,1,0,3,2,3,4,-1,-1,-1,-1,0,0,1,1,1,0,1,1,1,3,0,1,3,0,0,0,1,0,1,1,7,1,-1,0,1,0,1,0,0,1,1,1,0,1,1,1,1,0,1,1,1,0,0,0,1
393,0,0,2,0,3,1,4,3,-1,0,0,0,0,0,1,1,1,0,1,0,3,3,5,4,7,0,0,0,1,4,3,2,3,2,28,0,0,1,0,1,0,0,1,0,1,1,0,1,0,1,0,0,0,1,0,1,1
394,0,1,0,1,0,0,0,0,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,1,1,0,2,2,0,0,0,-1,1,0,1,1,1,0,1,0,0,1,1,0,1,0,1,1,1,0,1,0,0,0
395,0,1,0,1,4,3,1,6,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,0,2,3,1,0,6,1,0,-1,1,0,1,1,0,1,1,0,0,1,0,1,0,0,1,1,1,1,1,0,0,0
396,0,1,0,1,4,3,1,6,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,0,2,3,1,5,5,6,0,-1,1,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,1,1
397,0,1,0,1,4,3,1,6,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,0,2,3,1,5,5,5,0,6,0,0,1,1,0,1,1,1,1,1,0,1,0,0,0,1,0,0,1,0,0,1
398,0,1,0,1,0,0,0,0,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,1,1,0,2,2,3,0,0,-1,1,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,1,1
399,0,1,0,1,0,0,0,0,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,1,1,0,2,2,3,0,0,11,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,0,0,1,1,1,1,0
400,0,0,2,2,4,1,1,3,24,6,0,0,0,0,1,1,1,0,1,0,3,1,1,6,6,0,0,0,1,4,3,2,3,0,2,0,0,1,1,1,1,0,0,0,1,1,1,0,1,0,0,0,1,0,1,0,1
401,0,1,0,1,0,0,0,0,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,1,1,0,2,2,3,0,0,-1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,1,1,1,0
402,0,1,0,1,4,3,1,6,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,0,2,3,1,5,5,5,0,-1,0,0,0,1,1,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,1,0
403,0,1,0,1,4,3,1,6,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,0,2,3,1,5,5,5,0,6,1,1,1,1,0,0,1,0,1,1,0,1,0,0,0,0,1,0,1,1,0,0
404,0,1,0,1,4,3,0,6,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,0,2,3,1,5,5,5,0,-1,1,0,1,0,0,1,0,1,0,0,1,1,1,1,0,0,1,1,1,1,1,0
405,0,1,0,1,0,0,0,0,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,1,1,0,2,2,3,0,0,12,1,1,1,0,0,1,1,0,0,1,0,1,0,0,0,1,1,0,1,1,0,1
406,0,1,2,2,4,3,1,6,-1,2,0,0,0,0,1,1,1,0,0,0,0,4,1,6,6,0,0,0,3,4,0,6,1,0,23,1,1,1,0,0,1,1,1,0,1,1,0,0,0,1,1,0,0,0,1,1,0
407,0,1,0,1,0,0,0,6,1,2,0,0,0,0,1,1,1,0,0,2,2,0,3,2,4,0,1,2,0,1,5,3,6,0,18,1,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,1,0
408,0,0,2,2,4,1,1,3,17,6,0,0,0,0,1,1,1,0,1,0,3,1,1,6,6,0,0,0,1,4,3,2,3,0,-1,1,0,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0,1,1,0,1,1
409,0,1,0,1,0,0,0,0,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,1,1,0,2,2,3,0,0,-1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1
410,0,1,0,1,0,0,0,0,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,1,1,0,2,2,3,0,0,-1,0,0,1,0,0,0,0,1,1,0,1,1,1,1,1,0,1,0,1,0,1,1
411,0,1,0,1,0,0,0,0,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,1,1,0,2,2,3,0,0,12,0,1,1,1,1,0,1,1,0,1,0,1,0,1,0,0,1,0,1,1,1,1
412,0,1,0,1,0,0,0,0,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,1,1,2,3,4,4,4,0,-1,0,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,1,0,1,1
413,0,1,0,1,4,3,1,6,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,0,2,3,1,0,6,6,0,-1,0,0,1,1,0,1,1,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1
414,0,1,0,1,4,3,1,6,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,0,2,3,1,0,3,6,0,-1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1
415,0,1,0,1,0,0,0,0,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,1,1,0,2,2,0,2,0,-1,1,1,1,0,0,1,1,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1
416,0,1,0,1,0,0,0,0,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,1,1,2,3,4,4,4,0,-1,1,0,0,0,1,0,0,1,1,0,1,1,0,0,1,1,0,0,0,1,1,0
417,0,0,1,3,2,5,2,1,-1,-1,-1,-1,-1,-1,0,0,0,0,1,1,1,1,4,0,0,0,0,0,1,0,1,1,7,1,-1,0,0,1,1,0,0,0,1,0,0,1,1,1,0,1,1,0,1,0,1,1,0
418,0,1,0,1,4,3,1,6,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,0,2,3,1,5,5,5,0,-1,1,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,1
419,0,1,0,1,0,0,0,0,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,1,1,0,2,2,0,0,0,9,0,1,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0
420,0,1,0,1,0,0,0,0,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,1,1,0,2,2,3,0,0,10,1,0,1,1,0,0,1,0,0,1,1,1,1,0,0,0,1,0,1,1,0,0
421,0,1,0,1,4,3,1,6,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,0,2,3,1,0,6,6,0,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0
422,0,1,0,1,0,0,0,0,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,1,1,0,2,2,0,2,0,8,0,1,1,0,1,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1
423,0,1,0,1,4,3,1,6,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,0,2,3,1,5,3,6,0,5,1,0,0,0,0,1,1,0,0,1,1,0,1,1,0,1,1,0,0,0,0,1
424,0,1,0,1,0,0,0,0,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,1,1,2,3,4,4,4,0,-1,0,0,0,1,0,1,1,0,1,1,0,0,1,0,0,0,1,1,1,1,0,1
425,0,1,0,1,0,0,0,0,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,1,1,2,3,4,4,4,0,15,1,0,1,1,0,0,0,0,1,1,0,1,1,0,1,1,1,0,0,0,1,1
426,0,1,0,1,0,0,0,0,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,1,1,2,3,4,4,4,0,-1,1,0,0,1,0,0,0,0,1,1,0,1,1,1,1,0,1,0,1,0,0,1
427,0,1,0,1,0,0,0,0,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,1,1,2,3,4,4,4,0,-1,0,0,0,1,0,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0,0,0
428,0,1,0,1,0,0,0,0,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,1,1,0,2,2,0,2,0,8,1,0,1,0,0,1,1,0,0,0,1,1,0,0,1,0,0,1,1,1,0,0
429,0,1,0,1,4,3,1,6,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,0,2,3,1,5,5,5,0,-1,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0
430,0,1,0,1,4,3,1,6,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,0,2,3,1,0,6,6,0,-1,1,1,0,1,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0,0,0,1
431,0,1,0,1,4,3,1,6,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,0,2,3,1,5,5,5,0,-1,1,0,0,0,0,0,1,1,1,1,1,0,1,1,1,0,0,0,1,0,0,1
432,0,0,2,2,1,1,6,2,-1,3,1,0,0,0,1,1,1,0,1,0,3,2,4,4,5,0,0,0,1,4,3,2,3,4,29,0,1,0,0,0,1,0,0,0,1,1,1,1,1,0,1,1,1,0,1,0,1
433,0,0,2,0,3,2,4,3,15,4,0,0,0,0,1,1,1,0,1,0,3,3,5,3,7,0,0,0,1,0,1,1,7,0,1,0,0,1,0,0,1,1,0,1,1,0,0,1,1,1,1,1,0,1,0,1,0
